"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","652","652A","653","654","655","655A","Fernandez","Macri","Lavagna"
"A Gustavo Menendez por el Frente de Todos",0.355,0.333,0.379,0.329,0.382,0.358,0.32,0.355,0.37,0.316,0.385,0.379,0.338,0.366,0.281,0.312,0.557,0.177,0.145
"A Pablo Cocuzza por Juntos por el Cambio",0.225,0.199,0.251,0.235,0.163,0.269,0.31,0.206,0.268,0.148,0.203,0.202,0.162,0.248,0.237,0.346,0.178,0.352,0.348
"Al candidato de Javier Milei",0.198,0.246,0.148,0.269,0.198,0.158,0.137,0.217,0.188,0.184,0.188,0.245,0.113,0.127,0.308,0.146,0.061,0.327,0.414
"A Cristian Franco por el Frente de Izquierda",0.07,0.085,0.055,0.033,0.101,0.075,0.043,0.083,0.05,0.095,0.072,0.062,0.173,0.042,0.035,0.037,0.053,0.052,0
"A otro candidato",0.152,0.137,0.167,0.134,0.156,0.14,0.19,0.139,0.124,0.257,0.152,0.112,0.214,0.217,0.139,0.159,0.151,0.092,0.093
