"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.458,0.359,0.389,0.407
"P04","Realizo changas o trabajos de vez en cuando",0.198,0.354,0.234,0.256
"P04","No tengo trabajo",0.185,0.191,0.163,0.118
"P04","Soy jubilado o pensionado",0.159,0.096,0.214,0.219
"P05","1",0.198,0.253,0.345,0.286
"P05","2",0.057,0.046,0.081,0.134
"P05","3",0.041,0.082,0.067,0.004
"P05","4",0.029,0.074,0.086,0.074
"P05","5",0.096,0.111,0.199,0.147
"P05","6",0.041,0.045,0.051,0.058
"P05","7",0.149,0.1,0.046,0.051
"P05","8",0.079,0.074,0.027,0.021
"P05","9",0.31,0.215,0.098,0.225
"P06","1",0.488,0.324,0.161,0.33
"P06","2",0.1,0.089,0.043,0.084
"P06","3",0.061,0.086,0.023,0.013
"P06","4",0.042,0.1,0.053,0.047
"P06","5",0.119,0.133,0.175,0.26
"P06","6",0.016,0.03,0.065,0.029
"P06","7",0.033,0.011,0.07,0.095
"P06","8",0.01,0.03,0.081,0.031
"P06","9",0.131,0.197,0.329,0.111
"P07","1",0.581,0.5,0.226,0.444
"P07","2",0.072,0.108,0.027,0
"P07","3",0.042,0.039,0.033,0
"P07","4",0.009,0,0.024,0
"P07","5",0.065,0.062,0.131,0.12
"P07","6",0.013,0,0.042,0.057
"P07","7",0.014,0.013,0.05,0.061
"P07","8",0.013,0,0.048,0
"P07","9",0.191,0.278,0.419,0.318
"P09","Del Frente de Todos y el peronismo",0.825,0.549,0.056,0.231
"P09","De Juntos por el cambio",0.069,0.091,0.492,0.071
"P09","De los Liberales libertarios",0.014,0.033,0.267,0.038
"P09","De la Izquierda",0.012,0.089,0.022,0.013
"P09","No sabe",0.08,0.238,0.163,0.647
"P10","A Alberto Fernández",0.157,0.272,0.193,0
"P10","A Sergio Massa",0.18,0.274,0.363,0.417
"P10","A algún candidato del peronismo",0.103,0.217,0.31,0.173
"P10","A algún candidato del kirchnerismo",0.56,0.237,0.134,0.41
"P11","A Alberto Fernández",0.13,0.153,0.172,0
"P11","A Sergio Massa",0.089,0.229,0.347,0.336
"P11","A algún candidato del peronismo",0.058,0.236,0.369,0.173
"P11","A Cristina Fernández de Kirchner",0.723,0.382,0.112,0.491
"P12","A Horacio Rodriguez Larreta",0.244,0.528,0.205,0.573
"P12","A Mauricio Macri",0.226,0.264,0.346,0.175
"P12","A Patricia Bullrich",0.129,0.149,0.369,0.154
"P12","A Facundo Manes",0.345,0.029,0.06,0
"P12","A Gerardo Morales",0.056,0.03,0.02,0.098
"P13","Seguro lo votaria",0.299,0.264,0.188,0.402
"P13","Quizás lo votaría",0.19,0.528,0.366,0.252
"P13","Nunca lo votaría",0.511,0.208,0.446,0.346
"P14","Lo votaría",0.047,0.026,0.341,0.066
"P14","Puede que lo vote",0.027,0.144,0.267,0.042
"P14","Nunca lo votaría",0.884,0.737,0.332,0.499
"P14","No sabe",0.042,0.093,0.06,0.393
"P15","Lo votaría",0.268,0.235,0.052,0.039
"P15","Puede que lo vote",0.432,0.386,0.099,0.343
"P15","Nunca lo votaría",0.224,0.292,0.826,0.183
"P15","No sabe",0.076,0.087,0.023,0.435
"P16","Lo votaría",0.359,0.124,0.017,0.041
"P16","Puede que lo vote",0.359,0.512,0.024,0.11
"P16","Nunca lo votaría",0.176,0.239,0.939,0.177
"P16","No sabe",0.106,0.125,0.02,0.672
"P18","Lo votaría",0.081,0.11,0.192,0.079
"P18","Puede que lo vote",0.042,0.171,0.333,0.074
"P18","Nunca lo votaría",0.825,0.634,0.428,0.261
"P18","No sabe",0.052,0.085,0.047,0.586
"P19","Lo votaría",0.025,0.041,0.088,0.195
"P19","Puede que lo vote",0.127,0.226,0.224,0.161
"P19","Nunca lo votaría",0.724,0.443,0.6,0.165
"P19","No sabe",0.124,0.29,0.088,0.479
"P20","La votaría",0.037,0.04,0.417,0.085
"P20","Puede que la vote",0.03,0.076,0.266,0.079
"P20","Nunca la votaría",0.897,0.785,0.279,0.299
"P20","No sabe",0.036,0.099,0.038,0.537
"P21","Lo votaría",0.022,0.095,0.309,0.043
"P21","Puede que lo vote",0.039,0.131,0.27,0.067
"P21","Nunca lo votaría",0.883,0.693,0.367,0.375
"P21","No sabe",0.056,0.081,0.054,0.515
"P22","La votaría",0.033,0.036,0.192,0.054
"P22","Puede que la vote",0.042,0.066,0.324,0.065
"P22","Nunca la votaría",0.86,0.752,0.423,0.416
"P22","No sabe",0.065,0.146,0.061,0.465
"P23","Lo votaría",0.197,0.127,0.037,0.02
"P23","Puede que lo vote",0.418,0.344,0.078,0.144
"P23","Nunca lo votaría",0.295,0.448,0.865,0.402
"P23","No sabe",0.09,0.081,0.02,0.434
"P24","Lo votaría",0.026,0.07,0.032,0.014
"P24","Puede que lo vote",0.108,0.074,0.192,0.152
"P24","Nunca lo votaría",0.775,0.654,0.691,0.352
"P24","No sabe",0.091,0.202,0.085,0.482
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.898,0.396,0.012,0.077
"P26","Alberto Fernández por el Frente de Todos",0.044,0.223,0.014,0.15
"P26","Mauricio Macri por Juntos por el cambio",0.011,0.004,0.21,0
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.013,0.103,0.138,0.026
"P26","Patricia Bullrich por Juntos por el Cambio",0.012,0,0.271,0.227
"P26","Facundo Manes por Juntos por el Cambio",0.005,0.028,0.05,0.18
"P26","Javier Milei por los liberales libertarios",0.003,0.134,0.228,0.082
"P26","Nicolás del Caño por la izquierda",0.001,0.041,0.021,0.026
"P26","Aún no lo tengo decidido",0.013,0.071,0.056,0.232
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.008,0.123,0.17,0.169
"P27","Patricia Bullrich por Juntos por el Cambio",0.011,0.031,0.414,0.081
"P27","Facundo Manes por Juntos por el Cambio",0.008,0.066,0.046,0.143
"P27","Alberto Fernández por el Frente de Todos",0.282,0.184,0.01,0.108
"P27","Sergio Massa por el Frente de Todos",0.442,0.274,0.033,0.111
"P27","Javier Milei por los liberales libertarios",0.02,0.108,0.247,0.039
"P27","Nicolás del Caño por la izquierda",0.031,0.043,0.019,0.068
"P27","Otros candidatos",0.081,0.072,0.024,0.033
"P27","Aún no lo tengo decidido",0.117,0.099,0.037,0.248
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.912,0.571,0.022,0.079
"P28","Mauricio Macri por Juntos por el Cambio",0.012,0.004,0.45,0.018
"P28","Javier Milei por los liberales libertarios",0.017,0.113,0.316,0.045
"P28","Nicolás del Caño por la izquierda",0.002,0.088,0.028,0.07
"P28","Otro candidato",0.03,0.12,0.097,0.301
"P28","Aún no lo tengo decidido",0.027,0.104,0.087,0.487
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.072,0.163,0.37,0.029
"P30","Alberto Fernández por el Frente de Todos",0.524,0.345,0.038,0.239
"P30","Javier Milei por los liberales libertarios",0.013,0.161,0.359,0.077
"P30","Nicolás del Caño por la izquierda",0.025,0.124,0.03,0.056
"P30","Otro candidato",0.185,0.113,0.117,0.276
"P30","Aún no lo tengo decidido",0.181,0.094,0.086,0.323
"P32","Sergio Massa presidente por el Frente de Todos",0.587,0.482,0.042,0.288
"P32","Patricia Bullrich por Juntos por el Cambio",0.029,0.041,0.523,0.06
