"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.117,0.107,0.127,0.069,0.134,0.122,0.119,0.152,0.101,0.101,0.123,0.106,0.043,0.19,0.219
"Patricia Bullrich por Juntos por el Cambio",0.254,0.26,0.247,0.177,0.184,0.315,0.402,0.258,0.257,0.244,0.264,0.233,0.07,0.508,0.227
"Facundo Manes por Juntos por el Cambio",0.038,0.047,0.029,0.033,0.037,0.049,0.028,0.024,0.036,0.056,0.031,0.052,0.012,0.046,0.177
"Alberto Fernández por el Frente de Todos",0.109,0.077,0.14,0.046,0.139,0.113,0.092,0.194,0.083,0.049,0.103,0.12,0.235,0.019,0.037
"Sergio Massa por el Frente de Todos",0.178,0.172,0.185,0.169,0.195,0.169,0.162,0.182,0.178,0.175,0.164,0.205,0.403,0.034,0.062
"Javier Milei por los liberales libertarios",0.163,0.217,0.109,0.357,0.166,0.094,0.066,0.131,0.167,0.193,0.156,0.177,0.045,0.149,0.138
"Nicolás del Caño por la izquierda",0.025,0.024,0.027,0.019,0.036,0.016,0.021,0.009,0.021,0.052,0.027,0.023,0.027,0.005,0.031
"Otros candidatos",0.045,0.038,0.052,0.058,0.041,0.055,0.029,0.012,0.061,0.06,0.054,0.027,0.066,0.023,0.049
"Aún no lo tengo decidido",0.071,0.058,0.084,0.072,0.068,0.067,0.081,0.038,0.096,0.07,0.078,0.057,0.099,0.026,0.06
