"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.14,0.09,0.184,0.069,0.145,0.167,0.144,0.26,0.126,0.028,0.124,0.169,0.147,0.111,0.138
"A Sergio Massa",0.139,0.16,0.12,0.164,0.155,0.077,0.171,0.188,0.126,0.104,0.125,0.167,0.145,0.091,0.042
"A algún candidato del peronismo",0.124,0.097,0.149,0.223,0.123,0.072,0.123,0.105,0.114,0.161,0.093,0.185,0.068,0.345,0.38
"A Cristina Fernández de Kirchner",0.597,0.653,0.547,0.544,0.577,0.684,0.562,0.447,0.634,0.707,0.658,0.479,0.64,0.453,0.44
