"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.437,0.25,0.288,0.309,0.382,0.471,0.568,0.416,0.343
"P04","Realizo changas o trabajos de vez en cuando",0.175,0.5,0.179,0.113,0.232,0.153,0.163,0.192,0.321
"P04","No tengo trabajo",0.207,0.164,0.406,0.197,0.203,0.201,0.162,0.173,0.213
"P04","Soy jubilado o pensionado",0.181,0.086,0.127,0.381,0.183,0.175,0.107,0.219,0.123
"P06","1",0.361,0.268,0.111,0.179,0.136,0.132,0.174,0.254,0.466
"P06","2",0.05,0.168,0.124,0.033,0.031,0.068,0.085,0.136,0.03
"P06","3",0.007,0.009,0.14,0.019,0.029,0.048,0.181,0.052,0.013
"P06","4",0.025,0.042,0.022,0.193,0.048,0.13,0.117,0.011,0.008
"P06","5",0.083,0.134,0.136,0.155,0.456,0.142,0.148,0.075,0.089
"P06","6",0.018,0.022,0.028,0.068,0.065,0.248,0.063,0.077,0.015
"P06","7",0.021,0.057,0.123,0.116,0.038,0.058,0.123,0.108,0.015
"P06","8",0.037,0.076,0.136,0.082,0.058,0.05,0.054,0.119,0.02
"P06","9",0.398,0.224,0.18,0.155,0.139,0.124,0.055,0.168,0.344
"P07","1",0.324,0.248,0.318,0.195,0.271,0.323,0.537,0.495,0.552
"P07","2",0.043,0.131,0.035,0.061,0.043,0.028,0.049,0.087,0.016
"P07","3",0.005,0.007,0.087,0.037,0.038,0.15,0.097,0.024,0.002
"P07","4",0.021,0.032,0.008,0.013,0.026,0.007,0.031,0,0.007
"P07","5",0.071,0.106,0.125,0.132,0.218,0.089,0.069,0.078,0.059
"P07","6",0.023,0.011,0.022,0.066,0.037,0.016,0.052,0.06,0.005
"P07","7",0.018,0.098,0.071,0.083,0.025,0.051,0.038,0.031,0.009
"P07","8",0.026,0.027,0.057,0.082,0.031,0.009,0.031,0.044,0.02
"P07","9",0.469,0.34,0.277,0.331,0.311,0.327,0.096,0.181,0.33
"P09","Del Frente de Todos y el peronismo",0.272,0.317,0.152,0.232,0.24,0.369,0.557,0.617,0.481
"P09","De Juntos por el cambio",0.402,0.361,0.307,0.326,0.36,0.206,0.191,0.174,0.186
"P09","De los Liberales libertarios",0.192,0.159,0.257,0.211,0.155,0.102,0.066,0.069,0.099
"P09","De la Izquierda",0.011,0.02,0.038,0.031,0.006,0.025,0.057,0.081,0.058
"P09","No sabe",0.123,0.143,0.246,0.2,0.239,0.298,0.129,0.059,0.176
"P10","A Alberto Fernández",0.3,0.202,0.152,0.134,0.149,0.112,0.07,0.129,0.208
"P10","A Sergio Massa",0.216,0.307,0.117,0.317,0.319,0.153,0.219,0.141,0.176
"P10","A algún candidato del peronismo",0.155,0.178,0.178,0.334,0.136,0.119,0.104,0.149,0.13
"P10","A algún candidato del kirchnerismo",0.329,0.313,0.553,0.215,0.396,0.616,0.607,0.581,0.486
"P11","A Alberto Fernández",0.275,0.138,0.17,0.059,0.091,0.099,0.08,0.062,0.122
"P11","A Sergio Massa",0.178,0.172,0.057,0.196,0.171,0.104,0.079,0.035,0.149
"P11","A algún candidato del peronismo",0.18,0.126,0.178,0.083,0.166,0.073,0.063,0.079,0.116
"P11","A Cristina Fernández de Kirchner",0.367,0.564,0.595,0.662,0.572,0.724,0.778,0.824,0.613
"P12","A Horacio Rodriguez Larreta",0.19,0.153,0.119,0.254,0.278,0.154,0.126,0.287,0.316
"P12","A Mauricio Macri",0.405,0.37,0.273,0.295,0.299,0.381,0.355,0.207,0.173
"P12","A Patricia Bullrich",0.306,0.452,0.496,0.403,0.312,0.388,0.249,0.396,0.331
"P12","A Facundo Manes",0.059,0.025,0.112,0.027,0.091,0.052,0.21,0.11,0.17
"P12","A Gerardo Morales",0.04,0,0,0.021,0.02,0.025,0.06,0,0.01
"P13","Seguro lo votaria",0.165,0.396,0.202,0.186,0.184,0.136,0.131,0.198,0.284
"P13","Quizás lo votaría",0.41,0.172,0.489,0.36,0.316,0.271,0.381,0.497,0.343
"P13","Nunca lo votaría",0.425,0.432,0.309,0.454,0.5,0.593,0.488,0.305,0.373
"P14","Lo votaría",0.311,0.294,0.207,0.181,0.18,0.165,0.15,0.189,0.127
"P14","Puede que lo vote",0.205,0.126,0.277,0.262,0.262,0.078,0.078,0.037,0.109
"P14","Nunca lo votaría",0.43,0.474,0.48,0.45,0.449,0.677,0.735,0.728,0.696
"P14","No sabe",0.054,0.106,0.036,0.107,0.109,0.08,0.037,0.046,0.068
"P15","Lo votaría",0.128,0.192,0.025,0.095,0.131,0.148,0.154,0.194,0.155
"P15","Puede que lo vote",0.17,0.145,0.294,0.166,0.193,0.364,0.43,0.334,0.25
"P15","Nunca lo votaría",0.675,0.626,0.673,0.669,0.616,0.434,0.382,0.407,0.453
"P15","No sabe",0.027,0.037,0.008,0.07,0.06,0.054,0.034,0.065,0.142
"P16","Lo votaría",0.142,0.143,0.07,0.044,0.068,0.065,0.159,0.177,0.194
"P16","Puede que lo vote",0.104,0.127,0.078,0.1,0.146,0.224,0.347,0.324,0.251
"P16","Nunca lo votaría",0.702,0.687,0.726,0.736,0.723,0.652,0.372,0.46,0.449
"P16","No sabe",0.052,0.043,0.126,0.12,0.063,0.059,0.122,0.039,0.106
"P17","La votaría",0.201,0.232,0.206,0.126,0.179,0.254,0.538,0.503,0.519
"P17","Puede que la vote",0.082,0.059,0.132,0.103,0.066,0.09,0.116,0.151,0.116
"P17","Nunca la votaría",0.684,0.647,0.66,0.735,0.724,0.615,0.325,0.331,0.322
"P17","No sabe",0.033,0.062,0.002,0.036,0.031,0.041,0.021,0.015,0.043
"P18","Lo votaría",0.163,0.19,0.067,0.144,0.183,0.144,0.057,0.159,0.147
"P18","Puede que lo vote",0.295,0.189,0.247,0.242,0.277,0.208,0.157,0.123,0.118
"P18","Nunca lo votaría",0.473,0.516,0.626,0.532,0.464,0.594,0.764,0.674,0.657
"P18","No sabe",0.069,0.105,0.06,0.082,0.076,0.054,0.022,0.044,0.078
