"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P32","Sergio Massa presidente por el Frente de Todos",0.07,0.02,0.02,0.349,0.11
"P32","Patricia Bullrich por Juntos por el Cambio",0.551,0.831,0.922,0.238,0.591
"P32","Javier Milei por los liberales libertarios",0.065,0.055,0.033,0.083,0.139
"P32","Nicolás del Caño por la izquierda",0.046,0.013,0,0,0
"P32","Otro candidato",0.148,0.062,0,0.242,0.124
"P32","Aún no lo tengo decidido",0.12,0.019,0.025,0.088,0.036
"P34","Sergio Massa presidente por el Frente de Todos",0.042,0.071,0.066,0.332,0.108
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.771,0.594,0.505,0.371,0.411
"P34","Javier Milei por los liberales libertarios",0.071,0.108,0.201,0.048,0.076
"P34","Nicolás del Caño por la izquierda",0.045,0.008,0.002,0,0
"P34","Otro candidato",0.028,0.154,0.137,0.233,0.101
"P34","Aún no lo tengo decidido",0.043,0.065,0.089,0.016,0.304
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.06,0.05,0.046,0.374,0.061
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.77,0.599,0.52,0.474,0.405
"P36","Javier Milei por los liberales libertarios",0.082,0.146,0.232,0.048,0.075
"P36","Nicolás del Caño por la izquierda",0.042,0,0.002,0,0
"P36","Otro candidato",0.017,0.151,0.135,0.088,0.156
"P36","Aún no lo tengo decidido",0.029,0.054,0.065,0.016,0.303
"P37","Sergio Massa presidente por el Frente de Todos",0.025,0.015,0.006,0.314,0.182
"P37","Mauricio Macri por Juntos por el Cambio",0.545,0.88,0.729,0.241,0.231
"P37","Javier Milei por los liberales libertarios",0.135,0.016,0.128,0.08,0.075
"P37","Nicolás del Caño por la izquierda",0.056,0.023,0,0,0
"P37","Otro candidato",0.104,0.047,0.082,0.353,0.213
"P37","Aún no lo tengo decidido",0.135,0.019,0.055,0.012,0.299
"P38","Alberto Fernández por el Frente de Todos",0.042,0,0.012,0.212,0.182
"P38","Mauricio Macri por Juntos por el Cambio",0.564,0.919,0.783,0.251,0.229
"P38","Javier Milei por los liberales libertarios",0.132,0.014,0.104,0.085,0.077
"P38","Nicolás del Caño por la izquierda",0.063,0.028,0,0,0
"P38","Otro candidato",0.146,0.016,0.062,0.44,0.21
"P38","Aún no lo tengo decidido",0.053,0.023,0.039,0.012,0.302
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.061,0.026,0.05,0.334,0.498
"P39","Mauricio Macri por Juntos por el Cambio",0.707,0.941,0.891,0.398,0.291
"P39","No sabe",0.232,0.033,0.059,0.268,0.211
"P40","Alberto Fernández por el Frente de Todos",0.017,0.044,0.005,0.219,0.48
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.892,0.769,0.804,0.537,0.286
"P40","No sabe",0.091,0.187,0.191,0.244,0.234
"P41","Sergio Massa presidente por el Frente de Todos",0.06,0.002,0.002,0.144,0.179
"P41","Patricia Bullrich por Juntos por el Cambio",0.689,0.958,0.96,0.494,0.279
"P41","No sabe",0.251,0.04,0.038,0.362,0.542
"P42","Sergio Massa presidente por el Frente de Todos",0.069,0.005,0.02,0.335,0.25
"P42","Mauricio Macri por Juntos por el Cambio",0.691,0.972,0.962,0.436,0.319
"P42","No sabe",0.24,0.023,0.018,0.229,0.431
"P43","Sergio Massa presidente por el Frente de Todos",0.111,0.009,0.012,0.304,0.493
"P43","Javier Milei por los liberales libertarios",0.412,0.512,0.581,0.315,0.3
"P43","No sabe",0.477,0.479,0.407,0.381,0.207
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.812,0.469,0.511,0.532,0.6
"P44","Javier Milei por los liberales libertarios",0.096,0.3,0.341,0.104,0
"P44","No sabe",0.092,0.231,0.148,0.364,0.4
"P45","Muy buena",0.073,0.033,0.013,0,0
"P45","Buena",0.054,0.032,0.035,0,0.056
"P45","Ni buena ni mala",0.137,0.013,0.017,0.213,0.455
"P45","Mala",0.078,0.069,0.097,0.263,0.125
"P45","Muy mala",0.658,0.844,0.838,0.445,0.364
"P45","No sabe",0,0.009,0,0.079,0
"P46","Muy buena",0.003,0,0,0.08,0.321
"P46","Buena",0.01,0.002,0,0,0.054
"P46","Ni buena ni mala",0.097,0.034,0.01,0.134,0.135
"P46","Mala",0.154,0.065,0.06,0.106,0.09
"P46","Muy mala",0.736,0.897,0.927,0.68,0.4
"P46","No sabe",0,0.002,0.003,0,0
"P47","Muy buena",0.056,0.005,0,0.297,0.32
"P47","Buena",0.004,0,0.006,0.051,0.127
"P47","Ni buena ni mala",0,0.005,0,0.023,0.063
"P47","Mala",0.137,0.029,0.022,0.079,0
"P47","Muy mala",0.793,0.953,0.969,0.55,0.49
"P47","No sabe",0.01,0.008,0.003,0,0
"P48","Muy buena",0.134,0.589,0.381,0.092,0
"P48","Buena",0.382,0.262,0.386,0.239,0.137
"P48","Ni buena ni mala",0.219,0.04,0.119,0.248,0.202
"P48","Mala",0.071,0.005,0.007,0.175,0.091
"P48","Muy mala",0.19,0.104,0.104,0.246,0.57
"P48","No sabe",0.004,0,0.003,0,0
"P49","Muy buena",0.557,0.226,0.145,0.13,0.146
"P49","Buena",0.271,0.397,0.516,0.299,0.254
"P49","Ni buena ni mala",0.109,0.281,0.227,0.213,0.077
"P49","Mala",0.043,0.019,0.056,0.106,0.056
"P49","Muy mala",0.02,0.075,0.056,0.252,0.436
"P49","No sabe",0,0.002,0,0,0.031
"P50","Muy buena",0.092,0.011,0.017,0.041,0.377
"P50","Buena",0.053,0.023,0.045,0.139,0.062
"P50","Ni buena ni mala",0.108,0.041,0.084,0.142,0.217
"P50","Mala",0.247,0.161,0.114,0.283,0.09
"P50","Muy mala",0.5,0.764,0.74,0.395,0.254
"P50","No sabe",0,0,0,0,0
"P51","Muy buena",0.261,0.482,0.749,0.119,0
"P51","Buena",0.271,0.346,0.138,0.401,0.276
"P51","Ni buena ni mala",0.295,0.069,0.021,0.163,0.292
"P51","Mala",0.067,0.014,0.017,0.079,0.056
"P51","Muy mala",0.097,0.089,0.068,0.238,0.376
"P51","No sabe",0.009,0,0.007,0,0
"P52","Muy buena",0.103,0.07,0.171,0.028,0
"P52","Buena",0.175,0.241,0.261,0.229,0
"P52","Ni buena ni mala",0.349,0.452,0.358,0.296,0.33
"P52","Mala",0.179,0.129,0.114,0.035,0.09
"P52","Muy mala",0.188,0.091,0.07,0.391,0.58
"P52","No sabe",0.006,0.017,0.026,0.021,0
"P53","Muy buena",0.364,0.358,0.258,0.192,0.132
"P53","Buena",0.221,0.304,0.482,0.18,0.111
"P53","Ni buena ni mala",0.247,0.233,0.202,0.197,0.157
"P53","Mala",0.12,0.029,0.02,0.101,0.035
"P53","Muy mala",0.048,0.076,0.038,0.33,0.246
"P53","No sabe",0,0,0,0,0.319
"P54","Muy buena",0.059,0.03,0.031,0,0.317
"P54","Buena",0.133,0.029,0.017,0,0.136
"P54","Ni buena ni mala",0.111,0.086,0.067,0.256,0.055
"P54","Mala",0.228,0.162,0.176,0.11,0.091
"P54","Muy mala",0.469,0.693,0.7,0.634,0.401
"P54","No sabe",0,0,0.009,0,0
"P55","Muy buena",0.085,0.038,0.021,0.454,0.352
"P55","Buena",0.176,0.117,0.14,0.209,0.219
"P55","Ni buena ni mala",0.369,0.31,0.38,0.316,0.055
"P55","Mala",0.233,0.213,0.24,0,0.175
"P55","Muy mala",0.137,0.316,0.207,0,0.108
"P55","No sabe",0,0.006,0.012,0.021,0.091
"P57","Siempre",0.336,0.328,0.2,0.408,0.378
"P57","Casi siempre",0.328,0.393,0.493,0.409,0.475
"P57","Casi nunca",0.244,0.233,0.257,0.169,0.097
"P57","Nunca, pero esta es una excepción",0.092,0.046,0.05,0.014,0.05
"P58","Si",0.603,0.671,0.594,0.512,0.727
"P58","No",0.397,0.329,0.406,0.488,0.273
