"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Al candidato del Frente de Todos",0.349,0.521,0.546,0.163
"P07","Al candidato de Juntos por el Cambio",0.52,0.184,0.115,0.131
"P07","Al candidato de los liberales - libertarios",0.065,0.11,0.224,0.44
"P07","Al candidato de Consenso Federal",0,0.003,0,0
"P07","Al candidato de la Izquierda",0,0.008,0.025,0
"P07","A otro candidato",0.045,0.064,0.076,0.011
"P07","No sabe",0.021,0.11,0.014,0.255
"P08","A Ariel Sujarchuk por el Frente de Todos",0.436,0.619,0.576,0.572
"P08","A Roberto Costa por Juntos por el cambio",0.393,0.096,0.091,0.021
"P08","A Mariano Castagnaro por Juntos por el Cambio",0.098,0.136,0.032,0.072
"P08","A Jesica Avejera por Juntos por el Cambio",0.028,0.027,0.012,0
"P08","A Ricardo Choffi por  Consenso Federal",0,0,0,0
"P08","A Griselda Romariz por los liberales libertarios",0.032,0.017,0.161,0
"P08","A Sandro Salazar por el Frente de Izquierda",0.006,0.008,0.026,0
"P08","No sabe",0.007,0.097,0.102,0.335
"P09","A Carlos “Beto” Ramil por el Frente de Todos",0.326,0.441,0.384,0.542
"P09","A Roberto Costa por Juntos por el cambio",0.362,0.175,0.071,0.021
"P09","A Mariano Castagnaro por Juntos por el Cambio",0.15,0.076,0.063,0.072
"P09","A Jesica Avejera por Juntos por el Cambio",0.034,0.03,0.013,0
"P09","A Ricardo Choffi por Consenso Federal",0.009,0.006,0.008,0
"P09","A Griselda Romariz por los liberales libertarios",0.026,0.054,0.241,0
"P09","A Sandro Salazar por el Frente de Izquierda",0.006,0.006,0.051,0
"P09","No sabe",0.087,0.212,0.169,0.365
"P10","A Ariel Sujarchuk por el Frente de Todos",0.401,0.63,0.534,0.582
"P10","A Roberto Costa por Juntos por el Cambio",0.427,0.131,0.173,0
"P10","A Ricardo Choffi por Consenso Federal",0.054,0.02,0.025,0
"P10","A Griselda Romariz por los liberales libertarios",0.013,0.067,0.136,0
"P10","A Sandro Salazar por el Frente de Izquierda",0.015,0.01,0.025,0
"P10","No sabe",0.09,0.142,0.107,0.418
"P12","A  Carlos “Beto” Ramil por el Frente de Todos",0.376,0.501,0.444,0.552
"P12","A Roberto Costa por Juntos por el Cambio",0.441,0.218,0.103,0
"P12","A Ricardo Choffi por Consenso Federal",0.025,0.006,0.014,0
"P12","A Griselda Romariz por los liberales libertarios",0.025,0.057,0.26,0
"P12","A Sandro Salazar por el Frente de Izquierda",0.012,0.009,0.034,0
"P12","No sabe",0.121,0.209,0.145,0.448
"P13","A Carlos “Beto” Ramil por el Frente de Todos",0.318,0.466,0.351,0.531
"P13","A Mariano Castagnaro por Juntos por el Cambio",0.509,0.234,0.098,0.072
"P13","A Ricardo Choffi por Consenso Federal",0.022,0.016,0.013,0
"P13","A Griselda Romariz por los liberales libertarios",0.032,0.054,0.264,0
"P13","A Sandro Salazar por el Frente de Izquierda",0.003,0.009,0.05,0
"P13","No sabe",0.116,0.221,0.224,0.397
"P14","Lo votaria",0.487,0.461,0.51,0.583
"P14","Puede que lo vote",0.076,0.184,0.091,0.072
"P14","Nunca lo votaría",0.407,0.317,0.378,0
"P14","No sabe",0.03,0.038,0.021,0.345
"P15","Lo votaria",0.388,0.112,0.141,0
"P15","Puede que lo vote",0.29,0.142,0.133,0.072
"P15","Nunca lo votaría",0.22,0.693,0.669,0.609
"P15","No sabe",0.102,0.053,0.057,0.319
"P16","Lo votaria",0.217,0.216,0.039,0.515
"P16","Puede que lo vote",0.279,0.145,0.164,0.072
"P16","Nunca lo votaría",0.334,0.382,0.536,0.126
"P16","No sabe",0.17,0.257,0.261,0.287
"P17","Lo votaria",0.167,0.359,0.207,0.016
"P17","Puede que lo vote",0.199,0.13,0.195,0
"P17","Nunca lo votaría",0.472,0.379,0.455,0.55
"P17","No sabe",0.162,0.132,0.143,0.434
"P18","Lo votaria",0.117,0.058,0.005,0
"P18","Puede que lo vote",0.095,0.046,0.199,0
"P18","Nunca lo votaría",0.543,0.601,0.679,0.456
"P18","No sabe",0.245,0.295,0.117,0.544
"P19","Lo votaria",0.15,0.039,0.129,0
"P19","Puede que lo vote",0.111,0.089,0.18,0
"P19","Nunca lo votaría",0.525,0.56,0.523,0.456
