"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Al candidato del Frente de Todos",0.465,0.532,0.492,0.306
"P07","Al candidato de Juntos por el Cambio",0.396,0.219,0.207,0.259
"P07","Al candidato de los liberales - libertarios",0.118,0.129,0.222,0.184
"P07","Al candidato de Consenso Federal",0,0.001,0,0
"P07","Al candidato de la Izquierda",0,0.001,0.031,0
"P07","A otro candidato",0,0.07,0.042,0.1
"P07","No sabe",0.021,0.048,0.006,0.151
"P08","A Ariel Sujarchuk por el Frente de Todos",0.363,0.618,0.574,0.421
"P08","A Roberto Costa por Juntos por el cambio",0.206,0.17,0.133,0.215
"P08","A Mariano Castagnaro por Juntos por el Cambio",0.254,0.045,0.006,0.058
"P08","A Jesica Avejera por Juntos por el Cambio",0.129,0.032,0.018,0.006
"P08","A Ricardo Choffi por  Consenso Federal",0,0,0.006,0
"P08","A Griselda Romariz por los liberales libertarios",0.028,0.057,0.193,0.115
"P08","A Sandro Salazar por el Frente de Izquierda",0.015,0.002,0.026,0
"P08","No sabe",0.005,0.076,0.044,0.185
"P09","A Carlos “Beto” Ramil por el Frente de Todos",0.287,0.433,0.424,0.308
"P09","A Roberto Costa por Juntos por el cambio",0.24,0.174,0.205,0.177
"P09","A Mariano Castagnaro por Juntos por el Cambio",0.365,0.034,0.016,0.063
"P09","A Jesica Avejera por Juntos por el Cambio",0.027,0.038,0.018,0.006
"P09","A Ricardo Choffi por Consenso Federal",0.016,0.007,0.008,0
"P09","A Griselda Romariz por los liberales libertarios",0.045,0.116,0.227,0.123
"P09","A Sandro Salazar por el Frente de Izquierda",0,0.007,0.055,0.002
"P09","No sabe",0.02,0.191,0.047,0.321
"P10","A Ariel Sujarchuk por el Frente de Todos",0.329,0.62,0.485,0.419
"P10","A Roberto Costa por Juntos por el Cambio",0.366,0.238,0.177,0.205
"P10","A Ricardo Choffi por Consenso Federal",0.126,0.012,0.006,0.007
"P10","A Griselda Romariz por los liberales libertarios",0.09,0.028,0.186,0.085
"P10","A Sandro Salazar por el Frente de Izquierda",0.016,0.006,0.032,0
"P10","No sabe",0.073,0.096,0.114,0.284
"P12","A  Carlos “Beto” Ramil por el Frente de Todos",0.454,0.495,0.469,0.291
"P12","A Roberto Costa por Juntos por el Cambio",0.36,0.189,0.178,0.229
"P12","A Ricardo Choffi por Consenso Federal",0.026,0.017,0.008,0.002
"P12","A Griselda Romariz por los liberales libertarios",0.066,0.148,0.209,0.089
"P12","A Sandro Salazar por el Frente de Izquierda",0.015,0.006,0.038,0.002
"P12","No sabe",0.079,0.145,0.098,0.387
"P13","A Carlos “Beto” Ramil por el Frente de Todos",0.31,0.454,0.43,0.252
"P13","A Mariano Castagnaro por Juntos por el Cambio",0.557,0.202,0.179,0.154
"P13","A Ricardo Choffi por Consenso Federal",0.042,0.013,0.013,0
"P13","A Griselda Romariz por los liberales libertarios",0.065,0.142,0.198,0.097
"P13","A Sandro Salazar por el Frente de Izquierda",0,0.004,0.037,0.042
"P13","No sabe",0.026,0.185,0.143,0.455
"P14","Lo votaria",0.421,0.54,0.392,0.45
"P14","Puede que lo vote",0.207,0.166,0.079,0.041
"P14","Nunca lo votaría",0.356,0.263,0.52,0.32
"P14","No sabe",0.016,0.031,0.009,0.189
"P15","Lo votaria",0.532,0.195,0.151,0.158
"P15","Puede que lo vote",0.318,0.207,0.025,0.08
"P15","Nunca lo votaría",0.135,0.534,0.779,0.536
"P15","No sabe",0.015,0.064,0.045,0.226
"P16","Lo votaria",0.528,0.094,0.008,0.13
"P16","Puede que lo vote",0.223,0.276,0.104,0.052
"P16","Nunca lo votaría",0.119,0.371,0.79,0.347
"P16","No sabe",0.13,0.259,0.098,0.471
"P17","Lo votaria",0.305,0.222,0.23,0.173
"P17","Puede que lo vote",0.177,0.24,0.142,0.09
"P17","Nunca lo votaría",0.411,0.389,0.573,0.344
"P17","No sabe",0.107,0.149,0.055,0.393
"P18","Lo votaria",0.169,0.033,0.093,0.019
"P18","Puede que lo vote",0.164,0.147,0.121,0.055
"P18","Nunca lo votaría",0.401,0.585,0.717,0.502
"P18","No sabe",0.266,0.235,0.069,0.424
"P19","Lo votaria",0.216,0.129,0.036,0.058
"P19","Puede que lo vote",0.16,0.162,0.047,0.121
"P19","Nunca lo votaría",0.395,0.503,0.77,0.335
"P19","No sabe",0.229,0.206,0.147,0.486
"P20","Lo votaria",0.182,0.091,0.084,0.034
"P20","Puede que lo vote",0.257,0.222,0.055,0.072
"P20","Nunca lo votaría",0.317,0.514,0.717,0.331
"P20","No sabe",0.244,0.173,0.144,0.563
"P21","Positiva",0.626,0.554,0.364,0.451
"P21","Neutra",0.194,0.27,0.232,0.265
"P21","Negativa",0.18,0.172,0.399,0.192
"P21","No sabe",0,0.004,0.005,0.092
"P22","Que continúe el intendente Ariel Sujarchuk",0.371,0.454,0.28,0.273
"P22","Que continúe Ariel Sujarchuk  pero con mejoras",0.181,0.197,0.113,0.268
"P22","Que cambie Ariel Sujarchuk pero que se mantengan los avances",0.153,0.092,0.19,0.144
"P22","Que cambie el intendente Ariel Sujarchuk",0.295,0.257,0.417,0.315
