"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P09","Toloza Paz",0.739,0.467,0.117,0.274
"P09","Diego Santilli",0.047,0.037,0.377,0.072
"P09","Facundo Manes",0.015,0.019,0.136,0
"P09","Florencio Randazzo",0.026,0.017,0.051,0
"P09","A la izquierda",0.004,0,0.012,0.096
"P09","Jose Luis Espert",0.03,0.077,0.124,0
"P09","Otros candidatos",0.036,0.187,0.061,0.079
"P09","Votaría en blanco o anularía",0.103,0.196,0.122,0.479
