"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.232,0.237,0.228,0.288,0.247,0.212,0.14,0.252,0.244,0.189,0.188,0.241,0.243,0.291,0.157,0.217,0.213,0.198,0.267,0.15
"No",0.768,0.763,0.772,0.712,0.753,0.788,0.86,0.748,0.756,0.811,0.812,0.759,0.757,0.709,0.843,0.783,0.787,0.802,0.733,0.85
