"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P09","Siempre",0.29,0.205,0.336,0.24,0.091,0.076
"P09","Casi siempre",0.335,0.411,0.301,0.267,0.324,0.604
"P09","Casi nunca",0.276,0.283,0.255,0.407,0.32,0.301
"P09","Nunca, pero esta es una excepción",0.099,0.101,0.108,0.086,0.265,0.019
"P10","Muy buena",0.238,0.075,0.186,0.068,0.089,0.16
"P10","Buena",0.235,0.326,0.243,0.09,0.401,0.075
"P10","Ni buena ni mala",0.412,0.402,0.375,0.528,0.241,0.54
"P10","Mala",0.069,0.111,0.089,0.217,0.176,0.028
"P10","Muy mala",0.033,0.033,0.075,0.079,0.069,0
"P10","No sabe",0.013,0.053,0.032,0.018,0.024,0.197
"P11","Muy buena",0.33,0.089,0.296,0.152,0.13,0.217
"P11","Buena",0.308,0.404,0.237,0.104,0.502,0.34
"P11","Ni buena ni mala",0.243,0.404,0.351,0.438,0.232,0.191
"P11","Mala",0.085,0.039,0.037,0.272,0.026,0.028
"P11","Muy mala",0.025,0.056,0.058,0.034,0.074,0
"P11","No sabe",0.009,0.008,0.021,0,0.036,0.224
"P12","Muy de acuerdo",0.173,0.098,0.112,0.089,0.081,0
"P12","De acuerdo",0.202,0.246,0.228,0.071,0.336,0.121
"P12","Ni de acuerdo ni en desacuerdo",0.288,0.409,0.463,0.355,0.299,0.458
"P12","En desacuerdo",0.096,0.075,0.035,0.167,0.026,0.009
"P12","Muy en desacuerdo",0.087,0.054,0.057,0.037,0.142,0.028
"P12","No sabe",0.154,0.118,0.105,0.281,0.116,0.384
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.326,0.27,0.237,0.201,0.155,0.192
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.416,0.509,0.42,0.44,0.541,0.361
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.179,0.16,0.216,0.17,0.236,0.165
"P15","No sabe",0.079,0.061,0.127,0.189,0.068,0.282
"P16","Muy de acuerdo",0.181,0.118,0.162,0.134,0.057,0.14
"P16","De acuerdo",0.107,0.172,0.159,0.162,0.3,0.269
"P16","Ni de acuerdo ni en desacuerdo",0.238,0.361,0.355,0.161,0.254,0.206
"P16","En desacuerdo",0.302,0.267,0.217,0.451,0.116,0.252
"P16","Muy en desacuerdo",0.14,0.065,0.075,0.058,0.182,0.011
"P16","No sabe",0.032,0.017,0.032,0.034,0.091,0.122
"P17","Si",0.335,0.304,0.271,0.236,0.252,0.436
"P17","No",0.525,0.484,0.506,0.646,0.658,0.255
"P17","No sabe",0.14,0.212,0.223,0.118,0.09,0.309
"P18","Proteger sus derechos ancestrales",0.242,0.204,0.177,0.23,0.206,0.171
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.207,0.429,0.301,0.042,0.259,0.262
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.245,0.202,0.396,0.101,0.211,0.172
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.285,0.149,0.081,0.618,0.07,0.321
"P18","No sabe",0.021,0.016,0.045,0.009,0.254,0.074
"P20","Si",0.739,0.559,0.424,0.375,0.488,0.515
"P20","No",0.093,0.229,0.218,0.386,0.334,0.113
"P20","No sabe",0.168,0.212,0.358,0.239,0.178,0.372
"P21","Si",0.547,0.347,0.329,0.324,0.249,0.177
"P21","No",0.156,0.246,0.186,0.407,0.62,0.141
"P21","No sabe",0.297,0.407,0.485,0.269,0.131,0.682
"P24","Muy de acuerdo",0.438,0.258,0.246,0.541,0.243,0.172
"P24","De acuerdo",0.121,0.159,0.224,0.131,0.349,0.036
"P24","Ni de acuerdo ni en desacuerdo",0.13,0.149,0.226,0.049,0.048,0.194
"P24","En desacuerdo",0.164,0.191,0.167,0.152,0.115,0.302
"P24","Muy en desacuerdo",0.146,0.234,0.131,0.101,0.152,0.274
"P24","No sabe",0.001,0.009,0.006,0.026,0.093,0.022
"P25","Muy de acuerdo",0.424,0.22,0.218,0.525,0.238,0.163
"P25","De acuerdo",0.147,0.142,0.23,0.133,0.308,0.121
"P25","Ni de acuerdo ni en desacuerdo",0.106,0.188,0.131,0.042,0.095,0.11
"P25","En desacuerdo",0.151,0.19,0.19,0.115,0.101,0.259
"P25","Muy en desacuerdo",0.167,0.255,0.192,0.168,0.224,0.312
"P25","No sabe",0.005,0.005,0.039,0.017,0.034,0.035
"P26","Muy buena",0.294,0.106,0.168,0.216,0.252,0
"P26","Buena",0.282,0.325,0.215,0.134,0.253,0.373
"P26","Ni buena ni mala",0.298,0.432,0.467,0.279,0.287,0.381
"P26","Mala",0.075,0.061,0.129,0.288,0.078,0.03
"P26","Muy mala",0.039,0.073,0.017,0.022,0.095,0.028
"P26","No sabe",0.012,0.003,0.004,0.061,0.035,0.188
"P27","Muy buena",0.153,0.132,0.206,0.084,0.254,0
"P27","Buena",0.189,0.226,0.092,0.148,0.178,0.162
"P27","Ni buena ni mala",0.32,0.395,0.416,0.321,0.337,0.506
"P27","Mala",0.205,0.123,0.105,0.323,0.085,0.101
"P27","Muy mala",0.118,0.109,0.071,0.064,0.071,0.06
"P27","No sabe",0.015,0.015,0.11,0.06,0.075,0.171
"P28","Muy buena",0.095,0.081,0.11,0.016,0.208,0.085
