"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P10","Muy buena",0.351,0.102,0.116,0.122
"P10","Buena",0.174,0.377,0.203,0.172
"P10","Ni buena ni mala",0.301,0.341,0.517,0.437
"P10","Mala",0.101,0.098,0.077,0.164
"P10","Muy mala",0.052,0.047,0.05,0.023
"P10","No sabe",0.021,0.035,0.037,0.082
"P11","Muy buena",0.371,0.214,0.197,0.193
"P11","Buena",0.224,0.394,0.288,0.294
"P11","Ni buena ni mala",0.282,0.285,0.332,0.408
"P11","Mala",0.06,0.064,0.11,0.039
"P11","Muy mala",0.063,0.025,0.043,0.051
"P11","No sabe",0,0.018,0.03,0.015
"P12","Muy de acuerdo",0.239,0.092,0.089,0.111
"P12","De acuerdo",0.217,0.278,0.147,0.159
"P12","Ni de acuerdo ni en desacuerdo",0.251,0.376,0.434,0.402
"P12","En desacuerdo",0.092,0.071,0.086,0.035
"P12","Muy en desacuerdo",0.093,0.045,0.07,0.096
"P12","No sabe",0.108,0.138,0.174,0.197
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.381,0.261,0.254,0.213
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.412,0.469,0.425,0.42
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.159,0.179,0.215,0.138
"P15","No sabe",0.048,0.091,0.106,0.229
"P16","Muy de acuerdo",0.262,0.119,0.113,0.107
"P16","De acuerdo",0.169,0.174,0.143,0.019
"P16","Ni de acuerdo ni en desacuerdo",0.181,0.344,0.288,0.405
"P16","En desacuerdo",0.253,0.225,0.349,0.295
"P16","Muy en desacuerdo",0.099,0.103,0.086,0.119
"P16","No sabe",0.036,0.035,0.021,0.055
"P17","Si",0.398,0.295,0.257,0.356
"P17","No",0.47,0.509,0.602,0.363
"P17","No sabe",0.132,0.196,0.141,0.281
"P18","Proteger sus derechos ancestrales",0.338,0.197,0.139,0.2
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.267,0.261,0.307,0.298
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.192,0.289,0.259,0.147
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.202,0.227,0.271,0.172
"P18","No sabe",0.001,0.026,0.024,0.183
"P19","Muy de acuerdo",0.508,0.423,0.433,0.423
"P19","De acuerdo",0.217,0.313,0.268,0.26
"P19","Ni de acuerdo ni en desacuerdo",0.195,0.126,0.133,0.153
"P19","En desacuerdo",0.055,0.044,0.084,0.048
"P19","Muy en desacuerdo",0.016,0.04,0.049,0.11
"P19","No sabe",0.009,0.054,0.033,0.006
"P20","Si",0.646,0.613,0.562,0.591
"P20","No",0.186,0.189,0.179,0.103
"P20","No sabe",0.168,0.198,0.259,0.306
"P21","Si",0.505,0.432,0.376,0.327
"P21","No",0.218,0.222,0.232,0.167
"P21","No sabe",0.277,0.346,0.392,0.506
"P24","Muy de acuerdo",0.347,0.26,0.47,0.322
"P24","De acuerdo",0.17,0.168,0.112,0.183
"P24","Ni de acuerdo ni en desacuerdo",0.155,0.181,0.099,0.113
"P24","En desacuerdo",0.154,0.204,0.136,0.226
"P24","Muy en desacuerdo",0.159,0.177,0.181,0.136
"P24","No sabe",0.015,0.01,0.002,0.02
"P25","Muy de acuerdo",0.324,0.24,0.453,0.272
"P25","De acuerdo",0.17,0.187,0.114,0.206
"P25","Ni de acuerdo ni en desacuerdo",0.129,0.141,0.096,0.173
"P25","En desacuerdo",0.17,0.197,0.138,0.134
"P25","Muy en desacuerdo",0.189,0.232,0.19,0.171
"P25","No sabe",0.018,0.003,0.009,0.044
"P26","Muy buena",0.302,0.149,0.169,0.282
"P26","Buena",0.238,0.327,0.223,0.363
"P26","Ni buena ni mala",0.271,0.352,0.465,0.312
"P26","Mala",0.114,0.104,0.072,0.035
"P26","Muy mala",0.055,0.055,0.043,0.008
"P26","No sabe",0.02,0.013,0.028,0
"P27","Muy buena",0.327,0.097,0.069,0.13
"P27","Buena",0.116,0.217,0.158,0.283
"P27","Ni buena ni mala",0.262,0.35,0.452,0.379
"P27","Mala",0.125,0.201,0.18,0.121
"P27","Muy mala",0.124,0.109,0.1,0.03
"P27","No sabe",0.046,0.026,0.041,0.057
"P28","Muy buena",0.203,0.056,0.038,0.116
"P28","Buena",0.124,0.118,0.094,0.196
"P28","Ni buena ni mala",0.194,0.281,0.249,0.25
"P28","Mala",0.197,0.342,0.388,0.367
