"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Walter Enrique Acuña por el “Frente de Todos”",0.384,0.467,0.286,0.363,0.384,0.412,0.39,0.315,0.452,0.365,0.549,0.036,0.28
"Guido Giana dentro de la interna “Juntos”",0.209,0.207,0.212,0.13,0.268,0.14,0.363,0.268,0.163,0.194,0.121,0.587,0.161
"Ruben Eduardo Mobilio dentro de la interna por “Juntos”",0.057,0.04,0.076,0.04,0.06,0.103,0,0.055,0.047,0.085,0.009,0.204,0.231
"Maico Müller dentro de la interna de “vamos con vos”",0.072,0.048,0.1,0.09,0.033,0.147,0.013,0.141,0.026,0.03,0.097,0.033,0.064
"Anibal Regueiro por “Peronenses Primero”",0.083,0.073,0.096,0.109,0.07,0.041,0.151,0.073,0.088,0.095,0.052,0.081,0
"Otro candidato",0.134,0.119,0.152,0.189,0.133,0.077,0.083,0.087,0.197,0.075,0.126,0.059,0.264
"En blanco o anularía",0.061,0.046,0.078,0.079,0.052,0.08,0,0.061,0.027,0.156,0.046,0,0
