"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Si",0.712,0.758,0.613,0.794,0.795,0.591
"P05","Puede ser",0.176,0.023,0.336,0.035,0.012,0.262
"P05","No",0.112,0.219,0.051,0.171,0.193,0.147
"P06","Victoria Tolosa Paz para diputada nacional y Walter Enrique Acuña para concejal por el “Frente de todos”",0.027,0.196,0.346,0.372,0.492,0.232
"P06","Diego Santilli para diputado nacional y Guido Giana para concejal por “Juntos”",0.608,0.248,0.043,0.228,0.046,0.024
"P06","Facundo Manes para diputado nacional y Ruben Eduardo Mobilio para concejal por “Juntos”",0.077,0.13,0.052,0.008,0.025,0.016
"P06","Florencio Randazzo para diputado nacional y Maico Müller para concejal por “Vamos con vos”",0,0.037,0.074,0.076,0.07,0
"P06","A la lista de Anibal Regueiro para concejal por “Peronenses Primero”",0.145,0,0.007,0.053,0.009,0.041
"P06","A la lista de José Luis Espert para diputado nacional por “Avanza Libertad”",0,0.174,0.009,0.087,0.033,0.14
"P06","A los candidatos de la izquierda",0,0.141,0.096,0.009,0.025,0
"P06","Otros Candidatos",0.078,0.05,0.234,0.104,0.091,0.178
"P06","En blanco o anularía",0.018,0,0.126,0.034,0.137,0.369
"P06","Cortaría Boleta",0.047,0.024,0.013,0.029,0.072,0
"P10","Toloza Paz por el Frente de todos",0.034,0.185,0.344,0.394,0.507,0.255
"P10","Diego Santilli dentro de la interna de Juntos por el cambio",0.715,0.28,0.043,0.243,0.043,0.029
"P10","Facundo Manes dentro de la interna de Juntos por el cambio",0.087,0.13,0.058,0.008,0.026,0.016
"P10","Florencio Randazzo por el frente ""Vamos con vos.""",0,0.039,0.074,0.089,0.067,0
"P10","José Luis Espert por los liberales",0.02,0.176,0.009,0.092,0.034,0.141
"P10","A los candidatos de la izquierda",0,0.143,0.096,0.009,0.026,0
"P10","Otros candidatos",0.124,0.047,0.231,0.134,0.157,0.175
"P10","Votaría en blanco o anularía",0.02,0,0.145,0.031,0.14,0.384
"P11","Walter Enrique Acuña por el “Frente de Todos”",0.023,0.286,0.37,0.384,0.507,0.265
"P11","Guido Giana dentro de la interna “Juntos”",0.592,0.377,0.044,0.26,0.049,0.023
"P11","Ruben Eduardo Mobilio dentro de la interna por “Juntos”",0.074,0.201,0.058,0.011,0.032,0.016
"P11","Maico Müller dentro de la interna de “vamos con vos”",0,0.05,0.073,0.092,0.068,0
"P11","Anibal Regueiro por “Peronenses Primero”",0.148,0,0.014,0.063,0.012,0.046
"P11","Otro candidato",0.146,0.086,0.255,0.143,0.167,0.217
"P11","En blanco o anularía",0.017,0,0.186,0.047,0.165,0.433
"P18","Si",0.795,0.823,0.708,0.862,0.9,0.86
"P18","No",0.205,0.177,0.292,0.138,0.1,0.14
"P19","Muy buena",0.236,0.194,0.346,0.349,0.599,0.062
"P19","Buena",0.013,0.141,0.261,0.19,0.127,0.131
"P19","Ni buena ni mala",0.036,0.053,0.198,0.264,0.061,0.603
"P19","Mala",0.07,0.152,0.086,0.139,0.07,0
"P19","Muy mala",0.637,0.302,0.109,0.058,0.14,0.156
"P19","No sabe",0.008,0.158,0,0,0.003,0.048
"P20","Muy buena",0.191,0.075,0.321,0.367,0.672,0
"P20","Buena",0.067,0.014,0.129,0.153,0.061,0.041
"P20","Ni buena ni mala",0.017,0.006,0.244,0.218,0.063,0.538
"P20","Mala",0.113,0.196,0.161,0.133,0.001,0
"P20","Muy mala",0.592,0.431,0.145,0.129,0.203,0.156
"P20","No sabe",0.02,0.278,0,0,0,0.265
"P21","Muy buena",0.637,0.032,0.08,0.005,0.046,0
"P21","Buena",0.08,0.2,0.013,0,0.006,0
"P21","Ni buena ni mala",0.124,0.295,0.195,0.182,0,0.261
"P21","Mala",0.094,0.094,0.297,0.541,0.005,0.366
"P21","Muy mala",0.065,0.274,0.415,0.272,0.943,0.301
"P21","No sabe",0,0.105,0,0,0,0.072
