"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Si",0.773,0.59,0.689,0.63
"P05","Puede ser",0.134,0.302,0.084,0.064
"P05","No",0.093,0.108,0.227,0.306
"P06","Victoria Tolosa Paz para diputada nacional y Walter Enrique Acuña para concejal por el “Frente de todos”",0.486,0.353,0.033,0.485
"P06","Diego Santilli para diputado nacional y Guido Giana para concejal por “Juntos”",0.126,0.036,0.407,0.05
"P06","Facundo Manes para diputado nacional y Ruben Eduardo Mobilio para concejal por “Juntos”",0.003,0,0.12,0
"P06","Florencio Randazzo para diputado nacional y Maico Müller para concejal por “Vamos con vos”",0.063,0.102,0.015,0
"P06","A la lista de Anibal Regueiro para concejal por “Peronenses Primero”",0.072,0,0.032,0.026
"P06","A la lista de José Luis Espert para diputado nacional por “Avanza Libertad”",0.004,0.004,0.09,0.307
"P06","A los candidatos de la izquierda",0.027,0,0.083,0
"P06","Otros Candidatos",0.134,0.104,0.122,0.132
"P06","En blanco o anularía",0.076,0.371,0.024,0
"P06","Cortaría Boleta",0.009,0.03,0.074,0
"P10","Toloza Paz por el Frente de todos",0.54,0.347,0.034,0.49
"P10","Diego Santilli dentro de la interna de Juntos por el cambio",0.133,0.035,0.434,0.057
"P10","Facundo Manes dentro de la interna de Juntos por el cambio",0.004,0,0.124,0
"P10","Florencio Randazzo por el frente ""Vamos con vos.""",0.067,0.111,0.016,0
"P10","José Luis Espert por los liberales",0.004,0.004,0.098,0.32
"P10","A los candidatos de la izquierda",0.029,0,0.085,0
"P10","Otros candidatos",0.144,0.127,0.181,0.133
"P10","Votaría en blanco o anularía",0.079,0.376,0.028,0
"P11","Walter Enrique Acuña por el “Frente de Todos”",0.496,0.339,0.039,0.684
"P11","Guido Giana dentro de la interna “Juntos”",0.133,0.035,0.481,0.067
"P11","Ruben Eduardo Mobilio dentro de la interna por “Juntos”",0.003,0,0.143,0
"P11","Maico Müller dentro de la interna de “vamos con vos”",0.061,0.101,0.016,0
"P11","Anibal Regueiro por “Peronenses Primero”",0.087,0,0.036,0.038
"P11","Otro candidato",0.138,0.12,0.25,0.211
"P11","En blanco o anularía",0.082,0.405,0.035,0
"P18","Si",0.849,0.918,0.776,0.692
"P18","No",0.151,0.082,0.224,0.308
"P19","Positiva",0.921,0.349,0.1,0.229
"P19","Neutra",0.057,0.535,0.122,0.321
"P19","Negativa",0.022,0.116,0.776,0.04
"P19","No sabe",0,0,0.002,0.41
"P21","Positiva",0.143,0.023,0.367,0.07
"P21","Neutra",0.023,0.298,0.236,0.06
"P21","Negativa",0.834,0.679,0.397,0.566
"P21","No sabe",0,0,0,0.304
"P22","Positiva",0.144,0.026,0.551,0.597
"P22","Neutra",0.222,0.333,0.168,0
"P22","Negativa",0.626,0.332,0.245,0
"P22","No sabe",0.008,0.309,0.036,0.403
