"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Walter Enrique Acuña por el “Frente de Todos”",0.338,0.449,0.239,0.281,0.376,0.38,0.297,0.275,0.391,0.355,0.486,0.031,0.28
"Guido Giana dentro de la interna “Juntos”",0.218,0.221,0.215,0.16,0.252,0.163,0.368,0.25,0.195,0.195,0.127,0.621,0.161
"Ruben Eduardo Mobilio dentro de la interna por “Juntos”",0.052,0.044,0.06,0.04,0.057,0.095,0,0.044,0.045,0.098,0.008,0.2,0.231
"Maico Müller dentro de la interna de “vamos con vos”",0.076,0.045,0.103,0.07,0.028,0.163,0.119,0.139,0.033,0.027,0.098,0.028,0.064
"Anibal Regueiro por “Peronenses Primero”",0.071,0.07,0.072,0.084,0.064,0.038,0.114,0.058,0.078,0.087,0.043,0.069,0
"Otro candidato",0.149,0.114,0.18,0.216,0.134,0.088,0.102,0.132,0.187,0.081,0.153,0.051,0.264
"En blanco o anularía",0.096,0.057,0.131,0.149,0.089,0.073,0,0.102,0.071,0.157,0.085,0,0
