"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Al Frente de todos",0.333,0.341,0.325,0.414,0.273,0.327,0.355,0.378,0.357,0.241,0.725,0.106,0.321
"A Juntos",0.44,0.377,0.494,0.303,0.481,0.479,0.501,0.292,0.466,0.594,0.199,0.773,0.568
"Al Frente de Izquierda",0.028,0.046,0.012,0.094,0.009,0.006,0,0.035,0.029,0.018,0.003,0,0
"Al Partido Avanza libertad",0.089,0.131,0.053,0.174,0.054,0.115,0.005,0.096,0.094,0.071,0.017,0.121,0.025
"A “Vamos con vos""",0.022,0.007,0.036,0,0.055,0.008,0,0.053,0.005,0.007,0.007,0,0.032
"Votaría en blanco o anularía",0.088,0.098,0.08,0.015,0.128,0.065,0.139,0.146,0.049,0.069,0.049,0,0.054
