"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.341,0.121,0.089,0.066,0.185
"P06","Casi siempre",0.305,0.468,0.265,0.033,0.121
"P06","Casi nunca",0.266,0.313,0.479,0.42,0.444
"P06","Nunca, pero esta es una excepción",0.088,0.098,0.167,0.481,0.25
"P08","Unión por la Patria",0.42,0.361,0.159,0.111,0.045
"P08","Juntos por el Cambio",0.33,0.454,0.389,0.152,0.238
"P08","De los Liberales libertarios",0.134,0.079,0.179,0.336,0.262
"P08","De la Izquierda",0.034,0.039,0.029,0.02,0.207
"P08","Hacemos por Nuestro País",0.003,0.005,0,0.014,0
"P08","Otro",0.047,0.01,0.039,0.042,0
"P08","En blanco",0.006,0.01,0.031,0.226,0
"P08","No sabe",0.026,0.042,0.174,0.099,0.248
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.245,0.273,0.166,0.021,0.202
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Leonardo Grosso a intendente por Unión por la Patria",0.058,0.052,0.03,0.041,0
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.071,0.039,0.011,0.063,0.237
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Leonardo Grosso a intendente por Unión por la Patria",0.036,0.019,0.033,0.017,0.134
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.225,0.323,0.259,0.138,0.03
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.132,0.132,0.193,0.104,0
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.181,0.095,0.15,0.39,0.187
"P09","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.021,0.029,0.047,0.043,0
"P09","En blanco",0.008,0.013,0.031,0.059,0
"P09","No sabe",0.023,0.025,0.08,0.124,0.21
"P12","Lo votaría",0.317,0.293,0.147,0.116,0.053
"P12","Puede que lo vote",0.088,0.124,0.081,0.043,0.148
"P12","Nunca lo votaría",0.572,0.528,0.644,0.735,0.664
"P12","No sabe",0.023,0.055,0.128,0.106,0.135
"P13","Lo votaría",0.222,0.121,0.065,0.094,0.309
"P13","Puede que lo vote",0.137,0.15,0.069,0.016,0
"P13","Nunca lo votaría",0.589,0.652,0.735,0.724,0.575
"P13","No sabe",0.052,0.077,0.131,0.166,0.116
"P14","Lo votaría",0.19,0.163,0.109,0.109,0.316
"P14","Puede que lo vote",0.148,0.086,0.057,0.061,0.06
"P14","Nunca lo votaría",0.604,0.71,0.729,0.675,0.504
"P14","No sabe",0.058,0.041,0.105,0.155,0.12
"P15","Lo votaría",0.162,0.083,0.089,0.153,0.41
"P15","Puede que lo vote",0.157,0.131,0.055,0,0.119
"P15","Nunca lo votaría",0.62,0.743,0.778,0.65,0.385
"P15","No sabe",0.061,0.043,0.078,0.197,0.086
"P16","Lo votaría",0.3,0.294,0.309,0.29,0.055
"P16","Puede que lo vote",0.164,0.226,0.205,0.309,0
"P16","Nunca lo votaría",0.507,0.474,0.403,0.229,0.664
"P16","No sabe",0.029,0.006,0.083,0.172,0.281
"P17","Lo votaría",0.193,0.172,0.115,0.227,0.254
"P17","Puede que lo vote",0.17,0.333,0.315,0.085,0
"P17","Nunca lo votaría",0.606,0.471,0.466,0.523,0.663
"P17","No sabe",0.031,0.024,0.104,0.165,0.083
"P18","Lo votaría",0.193,0.101,0.162,0.392,0.309
"P18","Puede que lo vote",0.114,0.182,0.163,0.148,0.054
"P18","Nunca lo votaría",0.674,0.707,0.598,0.365,0.458
"P18","No sabe",0.019,0.01,0.077,0.095,0.179
"P19","Si",0.535,0.472,0.331,0.32,0.173
"P19","No",0.465,0.528,0.669,0.68,0.827
