"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.198,0.207,0.19,0.276,0.208,0.142,0.136,0.254,0.182,0.158,0.163,0.227,0.166,0.208,0.216,0.183,0.186,0.224,0.254,0.109
"No",0.802,0.793,0.81,0.724,0.792,0.858,0.864,0.746,0.818,0.842,0.837,0.773,0.834,0.792,0.784,0.817,0.814,0.776,0.746,0.891
