"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy seguro",0.122,0.122,0.121,0.11,0.125,0.111,0.145,0.142,0.1,0.131,0.105,0.141,0.12,0.066,0.047,0.086,0.151,0.088,0.134,0.256
"Algo seguro",0.313,0.331,0.296,0.299,0.307,0.293,0.372,0.361,0.306,0.267,0.357,0.305,0.298,0.307,0.316,0.285,0.306,0.379,0.315,0.26
"Seguro",0.128,0.135,0.123,0.136,0.114,0.126,0.155,0.101,0.13,0.158,0.152,0.136,0.092,0.101,0.113,0.132,0.138,0.145,0.097,0.218
"Algo inseguro",0.21,0.195,0.223,0.198,0.213,0.237,0.181,0.176,0.225,0.224,0.227,0.208,0.214,0.221,0.108,0.217,0.217,0.186,0.223,0.165
"Inseguro",0.15,0.151,0.15,0.15,0.155,0.17,0.113,0.144,0.155,0.15,0.131,0.141,0.191,0.165,0.174,0.216,0.125,0.141,0.152,0.077
"Muy inseguro",0.077,0.066,0.087,0.107,0.086,0.063,0.034,0.076,0.084,0.07,0.028,0.069,0.085,0.14,0.242,0.064,0.063,0.061,0.079,0.024
