"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy seguro",0.143,0.161,0.128,0.168,0.126,0.131,0.163,0.159,0.121,0.159,0.135,0.142,0.136,0.123,0.124,0.085,0.182,0.122,0.118,0.286
"Algo seguro",0.321,0.315,0.325,0.282,0.333,0.309,0.363,0.347,0.325,0.282,0.329,0.319,0.285,0.291,0.202,0.352,0.274,0.429,0.403,0.288
"Seguro",0.134,0.13,0.137,0.106,0.13,0.145,0.168,0.127,0.127,0.152,0.148,0.148,0.117,0.121,0.111,0.138,0.166,0.127,0.066,0.174
"Algo inseguro",0.189,0.182,0.196,0.193,0.195,0.206,0.149,0.148,0.206,0.212,0.196,0.182,0.223,0.183,0.25,0.22,0.187,0.165,0.186,0.136
"Inseguro",0.135,0.131,0.139,0.148,0.134,0.147,0.104,0.126,0.144,0.133,0.133,0.135,0.148,0.173,0.152,0.149,0.118,0.08,0.151,0.081
"Muy inseguro",0.078,0.081,0.075,0.103,0.082,0.062,0.053,0.093,0.077,0.062,0.059,0.074,0.091,0.109,0.161,0.056,0.073,0.077,0.076,0.035
