"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"A Horacio Rodriguez Larreta",0.279,0.299,0.26,0.314,0.322,0.213,0.233,0.374,0.227,0.259,0.365,0.247,0.383,0.25,0.281,0.247,0.308
"A Patricia Bullrich",0.598,0.579,0.617,0.615,0.49,0.689,0.689,0.473,0.651,0.646,0.407,0.674,0.406,0.669,0.548,0.653,0.549
"A Facundo Manes",0.071,0.083,0.06,0.021,0.12,0.063,0.037,0.109,0.065,0.044,0.145,0.04,0.122,0.04,0.062,0.027,0.109
"A Gerardo Morales",0.052,0.039,0.063,0.05,0.068,0.035,0.041,0.044,0.057,0.051,0.083,0.039,0.089,0.041,0.109,0.073,0.034
