"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Inflación",0.297,0.311,0.331,0.369,0.358,0.263
"P08","Desempleo",0.072,0.064,0.093,0.1,0.057,0.078
"P08","Corrupción",0.299,0.35,0.266,0.283,0.252,0.209
"P08","Inseguridad",0.174,0.134,0.115,0.095,0.075,0.092
"P08","Precio del dólar",0.06,0.019,0.051,0.025,0.04,0.038
"P08","Pobreza",0.012,0.064,0.052,0.069,0.077,0.164
"P08","Narcotráfico",0.018,0.014,0.022,0.007,0.025,0.026
"P08","Tarifas",0.016,0.004,0.011,0.013,0.01,0.023
"P08","Otro",0.05,0.024,0.047,0.03,0.088,0.016
"P08","No sabe",0.002,0.016,0.012,0.009,0.018,0.091
"P12","Sin deuda",0.34,0.317,0.277,0.308,0.284,0.208
"P12","Menos de 10%",0.137,0.182,0.156,0.167,0.161,0.068
"P12","Entre 10 y 20%",0.131,0.148,0.168,0.174,0.108,0.102
"P12","Entre 20 y 30%",0.067,0.093,0.104,0.077,0.095,0.133
"P12","Entre 30 y 40%",0.096,0.094,0.077,0.078,0.091,0.096
"P12","Mas del 40%",0.197,0.141,0.169,0.164,0.206,0.209
"P12","No sabe",0.032,0.025,0.049,0.032,0.055,0.184
"P13","Gran excedente habitual",0.029,0.006,0.003,0.009,0.013,0.002
"P13","Gran excedente excepcional",0.007,0.005,0.01,0.006,0.013,0.011
"P13","Pequeño excedente habitual",0.082,0.067,0.037,0.067,0.102,0.063
"P13","Pequeño excedente excepcional",0.037,0.066,0.059,0.052,0.072,0.017
"P13","Alcanza gastos familia",0.094,0.143,0.112,0.142,0.139,0.073
"P13","No alcanza gastos familia",0.142,0.147,0.168,0.148,0.166,0.162
"P13","Solo NBFamiliares",0.255,0.263,0.253,0.247,0.227,0.257
"P13","No alcanza NBFamiliares",0.344,0.289,0.345,0.319,0.257,0.323
"P13","No sabe",0.01,0.014,0.013,0.01,0.011,0.092
"P14","Muy buena",0.112,0.058,0.057,0.042,0.032,0.014
"P14","Buena",0.148,0.162,0.124,0.164,0.167,0.131
"P14","Ni buena ni mala",0.348,0.412,0.474,0.384,0.4,0.315
"P14","Mala",0.211,0.262,0.255,0.298,0.23,0.3
"P14","Muy mala",0.163,0.084,0.085,0.101,0.133,0.207
"P14","No sabe",0.018,0.022,0.005,0.011,0.038,0.033
"P15","Mejor",0.117,0.081,0.089,0.111,0.106,0.097
"P15","Igual",0.187,0.162,0.217,0.261,0.258,0.156
"P15","Peor",0.635,0.71,0.641,0.577,0.577,0.668
"P15","No sabe",0.061,0.047,0.053,0.051,0.059,0.079
"P16","Mejor",0.134,0.053,0.072,0.092,0.138,0.078
"P16","Igual",0.217,0.226,0.235,0.274,0.224,0.24
"P16","Peor",0.567,0.61,0.543,0.488,0.521,0.405
"P16","No sabe",0.082,0.111,0.15,0.146,0.117,0.277
