"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Siempre",0.156,0.16,0.153,0.115,0.147,0.179,0.226,0.173,0.147,0.147,0.154,0.228,0.073,0.152,0.109,0.121,0.189
"Casi siempre",0.218,0.21,0.225,0.134,0.216,0.286,0.297,0.179,0.213,0.282,0.284,0.236,0.104,0.199,0.149,0.233,0.267
"Casi nunca",0.441,0.443,0.439,0.472,0.469,0.418,0.344,0.469,0.44,0.404,0.392,0.403,0.762,0.456,0.567,0.41,0.368
"Nunca, pero esta es una excepción",0.185,0.187,0.183,0.279,0.168,0.117,0.133,0.179,0.2,0.167,0.17,0.133,0.061,0.193,0.175,0.236,0.176
