"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Mucho",0.372,0.397,0.348,0.364,0.38,0.381,0.353,0.332,0.352,0.445,0.413,0.349,0.376,0.389,0.322,0.414,0.375
"Bastante",0.3,0.318,0.284,0.284,0.304,0.29,0.33,0.239,0.32,0.34,0.281,0.334,0.235,0.284,0.275,0.381,0.315
"Poco",0.201,0.165,0.235,0.189,0.204,0.207,0.2,0.249,0.2,0.149,0.182,0.215,0.292,0.2,0.23,0.123,0.198
"Nada",0.089,0.095,0.083,0.126,0.08,0.08,0.071,0.109,0.104,0.043,0.084,0.074,0.068,0.092,0.134,0.072,0.068
"No sabe",0.038,0.025,0.05,0.037,0.032,0.042,0.046,0.071,0.024,0.023,0.04,0.028,0.029,0.035,0.039,0.01,0.044
