"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"A Daniel Scioli",0.147,0.189,0.111,0.17,0.121,0.167,0.148,0.183,0.143,0.11,0.13,0.269,0.108,0.108,0.286,0.117,0.124
"A Sergio Massa",0.262,0.245,0.276,0.298,0.229,0.246,0.303,0.322,0.242,0.219,0.257,0.498,0.212,0.222,0.367,0.252,0.25
"A algún candidato del peronismo",0.157,0.168,0.147,0.19,0.143,0.141,0.16,0.137,0.176,0.153,0.144,0.108,0.418,0.176,0.121,0.208,0.15
"A algún candidato del kirchnerismo",0.434,0.398,0.466,0.342,0.507,0.446,0.389,0.358,0.439,0.518,0.469,0.125,0.262,0.494,0.226,0.423,0.476
