"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Mejor",0.067,0.074,0.061,0.055,0.062,0.079,0.085,0.082,0.056,0.069,0.099,0.038,0.064,0.059,0.067,0.068,0.075
"Igual",0.162,0.164,0.159,0.127,0.172,0.183,0.162,0.157,0.16,0.169,0.283,0.061,0.122,0.136,0.157,0.196,0.18
"Peor",0.704,0.698,0.71,0.729,0.703,0.676,0.705,0.655,0.734,0.717,0.547,0.863,0.726,0.729,0.704,0.693,0.685
"No sabe",0.067,0.064,0.07,0.089,0.063,0.062,0.048,0.106,0.05,0.045,0.071,0.038,0.088,0.076,0.072,0.043,0.06
