"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","José Rioseco",0.15,0.378,0.526,0.111
"P06","Rubén Ojito García",0.728,0.375,0.036,0.149
"P06","Otros candidatos",0.004,0.092,0.135,0.213
"P06","En blanco",0.063,0,0.126,0.158
"P06","No sabe",0.055,0.155,0.177,0.369
"P08","José Rioseco con el apoyo de Ramón Rioseco",0.228,0.464,0.553,0.115
"P08","Rubén Ojito García con el apoyo de Rolo Figueroa",0.632,0.407,0.025,0.135
"P08","Otros candidatos",0.059,0.048,0.216,0.136
"P08","En blanco",0.05,0,0.107,0.151
"P08","No sabe",0.031,0.081,0.099,0.463
"P11","Lo votaría",0.261,0.233,0.487,0.063
"P11","Puede que lo vote",0.191,0.462,0.067,0.086
"P11","Nunca lo votaría",0.439,0.225,0.412,0.35
"P11","No sabe",0.109,0.08,0.034,0.501
"P12","Si",0.469,0.373,0.394,0.224
"P12","No",0.531,0.627,0.606,0.776
