"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Si",0.467,0.457,0.476,0.349,0.523,0.527,0.434,0.422,0.49,0.476,0.509,0.495,0.446,0.362,0.431,0.474,0.551,0.421,0.338,0.474,0.222,0.546,0.397
"No",0.533,0.543,0.524,0.651,0.477,0.473,0.566,0.578,0.51,0.524,0.491,0.505,0.554,0.638,0.569,0.526,0.449,0.579,0.662,0.526,0.778,0.454,0.603
