"var","categoria","Si","No"
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.049,0.049
"P22","No sabe",0.04,0.052
"P23","No estaba enterado del tema",0.118,0.147
"P23","Un tema de la vida privada de él",0.158,0.218
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.342,0.275
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.089,0.113
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.274,0.221
"P23","No sabe",0.019,0.026
"P24","Ha aumentado significativamente",0.134,0.142
"P24","Ha aumentado ligeramente",0.227,0.204
"P24","Se mantiene igual",0.253,0.31
"P24","Ha disminuido ligeramente",0.157,0.171
"P24","Ha disminuido significativamente",0.229,0.173
"P25","No, ninguna dificultad",0.349,0.395
"P25","Alguna dificultad ocasional",0.336,0.306
"P25","Sí, dificultades frecuentes",0.315,0.299
"P26","Sí, absolutamente",0.548,0.531
"P26","Sí, en cierta medida",0.26,0.25
"P26","No, en absoluto",0.192,0.219
"P27","Reducir la inflación",0.444,0.468
"P27","Implementar reformas fiscales",0.113,0.109
"P27","Establecer políticas de control de precios",0.202,0.13
"P27","Reducir el gasto público",0.208,0.247
"P27","Estimular la inversión extranjera",0.026,0.041
"P27","Aumentar los subsidios a los servicios públicos",0.007,0.005
"P28","Muy positiva",0.266,0.269
"P28","Positiva",0.223,0.218
"P28","Neutral",0.309,0.263
"P28","Algo negativa",0.064,0.063
"P28","Negativa",0.048,0.089
"P28","No sabe",0.09,0.098
"P29","Muy positiva",0.403,0.402
"P29","Positiva",0.191,0.221
"P29","Neutral",0.202,0.194
"P29","Algo negativa",0.069,0.043
"P29","Negativa",0.089,0.117
"P29","No sabe",0.046,0.023
"P30","Muy positiva",0.262,0.285
"P30","Positiva",0.238,0.236
"P30","Neutral",0.18,0.259
"P30","Algo negativa",0.12,0.049
"P30","Negativa",0.112,0.13
"P30","No sabe",0.088,0.041
"P31","Muy positiva",0.607,0.489
"P31","Positiva",0.133,0.168
"P31","Neutral",0.097,0.152
"P31","Algo negativa",0.076,0.089
"P31","Negativa",0.067,0.081
"P31","No sabe",0.02,0.021
"P32","Muy positiva",0.509,0.454
"P32","Positiva",0.219,0.186
"P32","Neutral",0.158,0.141
"P32","Algo negativa",0.034,0.083
"P32","Negativa",0.038,0.081
"P32","No sabe",0.042,0.055
"P33","Muy buena",0.237,0.152
"P33","Buena",0.288,0.234
"P33","Ni buena ni mala",0.337,0.385
"P33","Mala",0.105,0.107
"P33","Muy mala",0.02,0.094
"P33","No sabe",0.013,0.028
"P34","Muy buena",0.133,0.127
"P34","Buena",0.273,0.23
"P34","Ni buena ni mala",0.282,0.312
"P34","Mala",0.202,0.141
"P34","Muy mala",0.089,0.177
"P34","No sabe",0.021,0.013
"P35","Muy buena",0.092,0.06
"P35","Buena",0.142,0.131
"P35","Ni buena ni mala",0.265,0.283
"P35","Mala",0.316,0.243
"P35","Muy mala",0.173,0.275
"P35","No sabe",0.012,0.008
"P36","Muy buena",0.119,0.112
"P36","Buena",0.219,0.157
"P36","Ni buena ni mala",0.355,0.304
"P36","Mala",0.13,0.209
"P36","Muy mala",0.153,0.188
"P36","No sabe",0.024,0.03
"P37","Muy buena",0.071,0.041
"P37","Buena",0.044,0.092
"P37","Ni buena ni mala",0.34,0.3
"P37","Mala",0.258,0.242
"P37","Muy mala",0.245,0.278
"P37","No sabe",0.042,0.047
"P38","Muy buena",0.109,0.055
"P38","Buena",0.039,0.082
"P38","Ni buena ni mala",0.394,0.315
"P38","Mala",0.161,0.244
"P38","Muy mala",0.24,0.24
"P38","No sabe",0.057,0.064
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.379,0.373
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.217,0.188
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.249,0.283
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.091,0.064
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.021,0.028
"PRESIDENTE","En blanco",0.007,0.018
"PRESIDENTE","No sabe",0.036,0.046
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.313,0.252
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.17,0.182
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.172,0.235
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.155,0.102
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.111,0.094
"DIPUTADOS","En blanco",0.037,0.066
"DIPUTADOS","No sabe",0.042,0.069
"CORTA_DIPUTADOS","Si",0.329,0.311
"CORTA_DIPUTADOS","No",0.671,0.689
"P11_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.382,0.388
"P11_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.233,0.19
"P11_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.243,0.291
"P11_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.027,0.006
"P11_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.091,0.077
"P11_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.021,0.027
"P11_imputada","En blanco",0.003,0.021
"P19_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.17,0.176
"P19_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.18,0.163
"P19_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.168,0.225
"P19_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.333,0.223
"P19_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.093,0.117
"P19_imputada","En blanco",0.056,0.096
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.387,0.393
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.239,0.19
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.253,0.292
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.091,0.077
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.023,0.028
"PRESIDENTE_imputada","En blanco",0.007,0.02
"DIPUTADOS_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.324,0.266
"DIPUTADOS_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.187,0.189
"DIPUTADOS_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.183,0.251
"DIPUTADOS_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.157,0.113
"DIPUTADOS_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.111,0.11
"DIPUTADOS_imputada","En blanco",0.038,0.071
