"var","categoria","Si","No"
"P05","Tiene Decidido que va a ir a votar.",0.893,0.866
"P05","Tiene dudas sobre si va a ir a  votar",0.083,0.107
"P05","Tiene Decidido que no va a ir a votar",0.024,0.027
"P06","Mucho",0.579,0.484
"P06","Bastante",0.342,0.321
"P06","Poco",0.057,0.131
"P06","Nada",0.022,0.054
"P06","No sabe",0,0.01
"P07","Siempre",0.317,0.22
"P07","Casi siempre",0.506,0.276
"P07","Casi nunca",0.14,0.372
"P07","Nunca, pero esta es una excepción",0.037,0.132
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.374,0.371
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.212,0.188
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.239,0.282
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.026,0.006
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.091,0.064
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.021,0.027
"P11","En blanco",0.003,0.018
"P11","No sabe",0.034,0.044
"P14","Totalmente seguro.",0.78,0.761
"P14","Bastante seguro",0.108,0.103
"P14","Algo seguro",0.049,0.095
"P14","Para nada seguro",0.063,0.041
"P18","Si",0.485,0.454
"P18","No",0.515,0.546
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.161,0.147
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.128,0.156
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.146,0.198
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.312,0.198
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.093,0.109
"P19","En blanco",0.056,0.09
"P19","No sabe",0.104,0.102
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.376,0.414
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.158,0.204
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.354,0.215
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.023,0.066
