"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Tiene Decidido que va a ir a votar.",0.811,0.83,0.791,0.73,0.842,0.882,0.794,0.695,0.823,0.936,0.905,0.792,0.949,0.64,0.868,0.874,0.777,0.857,0.86,0.904,1,0.848,0.779
"Tiene dudas sobre si va a ir a  votar",0.124,0.103,0.145,0.141,0.12,0.092,0.151,0.171,0.132,0.049,0.069,0.208,0.038,0.316,0.091,0.086,0.166,0.095,0.14,0.096,0,0.091,0.152
"Tiene Decidido que no va a ir a votar",0.065,0.067,0.064,0.129,0.038,0.026,0.055,0.134,0.045,0.015,0.026,0,0.013,0.044,0.041,0.04,0.057,0.048,0,0,0,0.061,0.069
