"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Muy buena",0.076,0.069,0.085,0.136,0.04,0.071,0.119,0.113,0.081,0.042,0.105,0.016,0.053,0.283,0.039,0.034,0.111,0.106,0.137,0.015,0.028,0.069,0.083
"Buena",0.132,0.129,0.135,0.118,0.127,0.137,0.162,0.166,0.13,0.108,0.186,0.323,0.059,0.009,0.092,0.124,0.299,0.084,0.034,0.168,0,0.17,0.096
"Ni buena ni mala",0.287,0.298,0.275,0.262,0.271,0.339,0.288,0.301,0.303,0.255,0.337,0.272,0.344,0.156,0.256,0.313,0.342,0.302,0.285,0.095,0.202,0.245,0.327
"Mala",0.262,0.266,0.258,0.152,0.287,0.292,0.293,0.196,0.271,0.301,0.213,0.198,0.36,0.479,0.263,0.268,0.13,0.346,0.331,0.403,0.372,0.271,0.254
"Muy mala",0.232,0.229,0.235,0.312,0.269,0.153,0.12,0.217,0.211,0.271,0.155,0.191,0.178,0.073,0.337,0.252,0.115,0.153,0.213,0.319,0.398,0.229,0.234
"No sabe",0.011,0.009,0.012,0.02,0.006,0.008,0.018,0.007,0.004,0.023,0.004,0,0.006,0,0.013,0.009,0.003,0.009,0,0,0,0.016,0.006
