"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"No estaba enterado del tema",0.177,0.185,0.168,0.256,0.156,0.09,0.241,0.329,0.147,0.074,0.173,0.267,0.204,0.238,0.132,0.131,0.163,0.21,0.124,0.243,0.227,0.197,0.159
"Un tema de la vida privada de él",0.18,0.151,0.212,0.224,0.208,0.105,0.119,0.222,0.177,0.145,0.26,0.278,0.038,0.032,0.167,0.146,0.286,0.208,0.108,0.018,0.201,0.132,0.223
"Un hecho vergonzoso de exclusiva responsabilidad de él",0.308,0.311,0.306,0.329,0.267,0.367,0.307,0.195,0.345,0.361,0.464,0.331,0.224,0.434,0.152,0.323,0.347,0.442,0.233,0.215,0.229,0.331,0.288
"Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.091,0.102,0.08,0.05,0.069,0.173,0.115,0.07,0.086,0.122,0.033,0.042,0.199,0.102,0.118,0.114,0.061,0.011,0.182,0.105,0.114,0.104,0.081
"Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.211,0.232,0.187,0.106,0.277,0.219,0.183,0.137,0.219,0.27,0.026,0.066,0.325,0.194,0.411,0.244,0.113,0.126,0.335,0.368,0.208,0.201,0.219
"No sabe",0.033,0.019,0.047,0.035,0.023,0.046,0.035,0.047,0.026,0.028,0.044,0.016,0.01,0,0.02,0.042,0.03,0.003,0.018,0.051,0.021,0.035,0.03
