"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.405,0.453,0.482,0.466
"P04","Realizo changas o trabajos de vez en cuando",0.17,0.171,0.197,0.155
"P04","No tengo trabajo",0.17,0.139,0.155,0.206
"P04","Soy jubilado o pensionado",0.255,0.237,0.166,0.173
"P05","1",0.353,0.278,0.293,0.366
"P05","2",0.05,0.066,0.035,0.043
"P05","3",0.048,0.065,0.078,0.052
"P05","4",0.089,0.089,0.1,0.082
"P05","5",0.168,0.185,0.222,0.122
"P05","6",0.038,0.051,0.065,0.029
"P05","7",0.06,0.074,0.074,0.076
"P05","8",0.043,0.055,0.027,0.041
"P05","9",0.151,0.137,0.106,0.189
"P06","1",0.32,0.246,0.26,0.315
"P06","2",0.044,0.057,0.024,0.031
"P06","3",0.032,0.048,0.039,0.041
"P06","4",0.056,0.043,0.062,0.024
"P06","5",0.177,0.199,0.209,0.179
"P06","6",0.044,0.047,0.051,0.034
"P06","7",0.049,0.098,0.068,0.091
"P06","8",0.042,0.056,0.061,0.024
"P06","9",0.236,0.206,0.226,0.261
"P07","1",0.425,0.338,0.337,0.337
"P07","2",0.023,0.061,0.039,0.044
"P07","3",0.009,0.039,0.028,0.042
"P07","4",0.024,0.023,0.037,0.029
"P07","5",0.119,0.14,0.121,0.137
"P07","6",0.015,0.023,0.029,0.013
"P07","7",0.023,0.056,0.03,0.036
"P07","8",0.032,0.031,0.046,0.044
"P07","9",0.33,0.289,0.333,0.318
"P09","Del Frente de Todos y el peronismo",0.365,0.343,0.258,0.377
"P09","De Cambiemos",0.344,0.363,0.333,0.264
"P09","De los Liberales libertarios",0.153,0.165,0.266,0.191
"P09","De la Izquierda",0.037,0.023,0.057,0.031
"P09","No sabe",0.101,0.106,0.086,0.137
"P10","A Alberto Fernández",0.163,0.174,0.134,0.334
"P10","A Sergio Massa",0.213,0.197,0.171,0.21
"P10","A algún candidato del peronismo",0.131,0.119,0.227,0.227
"P10","A algún candidato del kirchnerismo",0.493,0.51,0.468,0.229
"P11","A Alberto Fernández",0.098,0.081,0.073,0.213
"P11","A Sergio Massa",0.145,0.121,0.094,0.113
"P11","A algún candidato del peronismo",0.111,0.108,0.186,0.129
"P11","A Cristina Fernández de Kirchner",0.646,0.69,0.647,0.545
"P12","A Horacio Rodriguez Larreta",0.205,0.236,0.305,0.21
"P12","A Mauricio Macri",0.365,0.346,0.344,0.384
"P12","A Patricia Bullrich",0.293,0.335,0.248,0.25
"P12","A Facundo Manes",0.092,0.071,0.098,0.125
"P12","A Gerardo Morales",0.045,0.012,0.005,0.031
"P13","Seguro lo votaria",0.152,0.15,0.157,0.4
"P13","Quizás lo votaría",0.297,0.378,0.392,0.146
"P13","Nunca lo votaría",0.551,0.472,0.451,0.454
"P14","Lo votaría",0.25,0.275,0.195,0.202
"P14","Puede que lo vote",0.158,0.184,0.242,0.193
"P14","Nunca lo votaría",0.531,0.473,0.501,0.529
"P14","No sabe",0.061,0.068,0.062,0.076
"P15","Lo votaría",0.163,0.143,0.073,0.139
"P15","Puede que lo vote",0.193,0.202,0.187,0.258
"P15","Nunca lo votaría",0.565,0.587,0.688,0.546
"P15","No sabe",0.079,0.068,0.052,0.057
"P16","Lo votaría",0.136,0.112,0.094,0.165
"P16","Puede que lo vote",0.185,0.173,0.127,0.2
"P16","Nunca lo votaría",0.615,0.668,0.721,0.567
"P16","No sabe",0.064,0.047,0.058,0.068
"P17","La votaría",0.372,0.277,0.223,0.381
"P17","Puede que la vote",0.035,0.08,0.037,0.065
"P17","Nunca la votaría",0.563,0.624,0.724,0.504
"P17","No sabe",0.03,0.019,0.016,0.05
"P18","Lo votaría",0.182,0.178,0.162,0.159
"P18","Puede que lo vote",0.227,0.255,0.253,0.233
"P18","Nunca lo votaría",0.567,0.513,0.545,0.525
"P18","No sabe",0.024,0.054,0.04,0.083
"P19","Lo votaría",0.072,0.057,0.065,0.049
"P19","Puede que lo vote",0.202,0.245,0.238,0.223
"P19","Nunca lo votaría",0.62,0.599,0.596,0.642
"P19","No sabe",0.106,0.099,0.101,0.086
"P20","La votaría",0.313,0.296,0.221,0.211
"P20","Puede que la vote",0.158,0.198,0.196,0.232
"P20","Nunca la votaría",0.48,0.461,0.547,0.508
"P20","No sabe",0.049,0.045,0.036,0.049
