"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.41,0.459,0.461,0.323
"P04","Realizo changas o trabajos de vez en cuando",0.153,0.188,0.189,0.425
"P04","No tengo trabajo",0.156,0.142,0.166,0.039
"P04","Soy jubilado o pensionado",0.281,0.211,0.184,0.213
"P05","1",0.41,0.337,0.246,0.161
"P05","2",0.07,0.069,0.043,0.324
"P05","3",0.098,0.066,0.036,0
"P05","4",0.106,0.104,0.076,0
"P05","5",0.13,0.257,0.183,0.386
"P05","6",0.031,0.045,0.058,0.129
"P05","7",0.032,0.023,0.106,0
"P05","8",0.027,0.034,0.058,0
"P05","9",0.096,0.065,0.194,0
"P06","1",0.188,0.144,0.374,0.347
"P06","2",0.044,0.028,0.047,0.094
"P06","3",0.046,0.017,0.043,0
"P06","4",0.04,0.024,0.06,0.062
"P06","5",0.165,0.208,0.208,0.255
"P06","6",0.04,0.075,0.042,0.085
"P06","7",0.101,0.138,0.042,0.075
"P06","8",0.071,0.077,0.029,0
"P06","9",0.305,0.289,0.155,0.082
"P07","1",0.259,0.228,0.461,0.719
"P07","2",0.057,0.035,0.038,0.044
"P07","3",0.034,0.008,0.032,0
"P07","4",0.023,0.032,0.027,0
"P07","5",0.124,0.227,0.108,0.02
"P07","6",0.019,0.028,0.019,0
"P07","7",0.059,0.063,0.024,0
"P07","8",0.05,0.036,0.027,0
"P07","9",0.375,0.343,0.264,0.217
"P09","Del Frente de Todos y el peronismo",0.127,0.091,0.53,0.108
"P09","De Cambiemos",0.653,0.414,0.141,0.245
"P09","De los Liberales libertarios",0.168,0.339,0.147,0
"P09","De la Izquierda",0.005,0.016,0.057,0.094
"P09","No sabe",0.047,0.14,0.125,0.553
"P10","A Alberto Fernández",0.206,0.515,0.163,0
"P10","A Sergio Massa",0.254,0.284,0.188,0.746
"P10","A algún candidato del peronismo",0.321,0.13,0.127,0.254
"P10","A algún candidato del kirchnerismo",0.219,0.071,0.522,0
"P11","A Alberto Fernández",0.102,0.373,0.088,0
"P11","A Sergio Massa",0.143,0.284,0.112,0.746
"P11","A algún candidato del peronismo",0.343,0.128,0.091,0.254
"P11","A Cristina Fernández de Kirchner",0.412,0.215,0.709,0
"P12","A Horacio Rodriguez Larreta",0.184,0.344,0.32,0.067
"P12","A Mauricio Macri",0.441,0.163,0.271,0
"P12","A Patricia Bullrich",0.325,0.316,0.214,0.317
"P12","A Facundo Manes",0.029,0.161,0.158,0.616
"P12","A Gerardo Morales",0.021,0.016,0.037,0
"P13","Seguro lo votaria",0.155,0.186,0.216,0
"P13","Quizás lo votaría",0.359,0.297,0.297,0.317
"P13","Nunca lo votaría",0.486,0.517,0.487,0.683
"P14","Lo votaría",0.567,0.179,0.07,0.018
"P14","Puede que lo vote",0.264,0.406,0.092,0.103
"P14","Nunca lo votaría",0.135,0.298,0.773,0.391
"P14","No sabe",0.034,0.117,0.065,0.488
"P15","Lo votaría",0.098,0.079,0.174,0.067
"P15","Puede que lo vote",0.094,0.052,0.308,0.168
"P15","Nunca lo votaría",0.786,0.794,0.427,0.161
"P15","No sabe",0.022,0.075,0.091,0.604
"P16","Lo votaría",0.049,0.072,0.178,0.076
"P16","Puede que lo vote",0.059,0.044,0.271,0.145
"P16","Nunca lo votaría",0.88,0.844,0.469,0.106
"P16","No sabe",0.012,0.04,0.082,0.673
"P17","La votaría",0.092,0.063,0.501,0.221
"P17","Puede que la vote",0.022,0.051,0.075,0.239
"P17","Nunca la votaría",0.877,0.847,0.395,0.15
"P17","No sabe",0.009,0.039,0.029,0.39
"P18","Lo votaría",0.302,0.196,0.093,0.018
"P18","Puede que lo vote",0.387,0.344,0.133,0.152
"P18","Nunca lo votaría",0.283,0.405,0.724,0.161
"P18","No sabe",0.028,0.055,0.05,0.669
"P19","Lo votaría",0.063,0.061,0.06,0.145
"P19","Puede que lo vote",0.245,0.288,0.204,0.109
"P19","Nunca lo votaría",0.651,0.548,0.601,0.094
"P19","No sabe",0.041,0.103,0.135,0.652
"P20","La votaría",0.579,0.31,0.086,0.018
"P20","Puede que la vote",0.235,0.355,0.113,0.149
"P20","Nunca la votaría",0.163,0.268,0.749,0.324
"P20","No sabe",0.023,0.067,0.052,0.509
"P21","Lo votaría",0.223,0.271,0.135,0
"P21","Puede que lo vote",0.316,0.303,0.115,0.044
"P21","Nunca lo votaría",0.43,0.36,0.697,0.427
"P21","No sabe",0.031,0.066,0.053,0.529
