"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Del Frente de Todos y el peronismo",0.332,0.294,0.369,0.281,0.349,0.328,0.364,0.388,0.304,0.308,0.34,0.317,0.661,0.141,0.094
"De Cambiemos",0.303,0.287,0.317,0.217,0.264,0.362,0.412,0.28,0.301,0.335,0.305,0.297,0.131,0.588,0.237
"De los Liberales libertarios",0.17,0.242,0.102,0.283,0.17,0.142,0.07,0.129,0.195,0.18,0.155,0.198,0.051,0.165,0.385
"De la Izquierda",0.032,0.031,0.033,0.043,0.039,0.021,0.018,0.032,0.029,0.038,0.032,0.034,0.021,0.014,0.047
"No sabe",0.163,0.146,0.179,0.176,0.178,0.147,0.136,0.171,0.171,0.139,0.168,0.154,0.136,0.092,0.237
