"var","categoria","Si","No"
"P05","Mucho",0.515,0.385
"P05","Bastante",0.305,0.298
"P05","Poco",0.103,0.167
"P05","Nada",0.039,0.113
"P05","No sabe",0.038,0.037
"P06","Siempre",0.375,0.178
"P06","Casi siempre",0.314,0.275
"P06","Casi nunca",0.218,0.358
"P06","Nunca, pero esta es una excepción",0.093,0.189
"P10","Unidos para Cambiar misiones",0.317,0.237
"P10","Juntos Avancemos",0.325,0.288
"P10","De los liberales libertarios",0.246,0.299
"P10","De la Izquierda",0.033,0.025
"P10","Hacemos por nuestro país",0.009,0.008
"P10","En blanco",0.041,0.044
"P10","No sabe",0.029,0.099
"P13","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.411,0.278
"P13","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.223,0.274
"P13","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.305,0.307
"P13","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.028,0.024
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.009,0.009
"P13","En blanco",0,0.028
"P13","No sabe",0.024,0.08
"P16","Si",0.459,0.516
"P16","No",0.541,0.484
"P17","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.238,0.298
"P17","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.235,0.23
"P17","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.456,0.418
"P17","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.001,0.007
"P17","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.009,0.002
"P17","En blanco",0,0.004
"P17","No sabe",0.061,0.041
"P20","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.297,0.251
"P20","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.465,0.498
"P20","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.156,0.136
"P20","En blanco",0.031,0.039
"P20","No sabe",0.051,0.076
"P23","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.358,0.436
"P23","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.334,0.269
"P23","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.205,0.16
"P23","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.058,0.037
"P23","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.017,0.029
"P23","No sabe",0.028,0.069
"P24","Totalmente seguro.",0.783,0.655
"P24","Bastante seguro",0.112,0.142
"P24","Algo seguro",0.073,0.088
"P24","Para nada seguro",0.032,0.115
"P25","Tiene Decidido que va a ir a votar.",0.928,0.881
"P25","Tiene dudas sobre si va a ir a  votar",0.049,0.09
"P25","Tiene Decidido que no va a ir a votar",0.023,0.029
"P26","La votaría",0.493,0.412
"P26","Puede que la vote",0.115,0.054
"P26","Nunca la votaría",0.362,0.493
"P26","No sabe",0.03,0.041
"P27","La votaría",0.303,0.291
"P27","Puede que la vote",0.132,0.16
"P27","Nunca la votaría",0.523,0.487
"P27","No sabe",0.042,0.062
"P28","La votaría",0.359,0.313
"P28","Puede que la vote",0.107,0.151
"P28","Nunca la votaría",0.505,0.49
"P28","No sabe",0.029,0.046
"PRESIDENTE","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.362,0.309
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.241,0.247
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.348,0.339
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.003,0.018
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.003
"PRESIDENTE","En blanco",0,0.016
"PRESIDENTE","No sabe",0.038,0.068
"GOBERNADOR","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.387,0.293
"GOBERNADOR","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.353,0.393
"GOBERNADOR","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.204,0.183
"GOBERNADOR","En blanco",0.019,0.051
"GOBERNADOR","No sabe",0.037,0.08
"CORTA_PRESIDENTE","Si",0.211,0.165
"CORTA_PRESIDENTE","No",0.789,0.835
"CORTA_GOBERNADOR","Si",0.273,0.265
"CORTA_GOBERNADOR","No",0.727,0.735
"P13_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.418,0.303
"P13_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.231,0.29
"P13_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.315,0.339
"P13_imputada","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.027,0.025
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.009,0.012
"P13_imputada","En blanco",0,0.031
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.377,0.338
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.257,0.259
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.355,0.36
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.003,0.018
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.006
"PRESIDENTE_imputada","En blanco",0,0.019
"GOBERNADOR_imputada","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.403,0.321
"GOBERNADOR_imputada","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.37,0.416
"GOBERNADOR_imputada","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.208,0.205
"GOBERNADOR_imputada","En blanco",0.019,0.058
