"var","categoria","Si","No"
"P05","Mucho",0.377,0.452
"P05","Bastante",0.381,0.283
"P05","Poco",0.12,0.152
"P05","Nada",0.076,0.079
"P05","No sabe",0.046,0.034
"P06","Siempre",0.247,0.239
"P06","Casi siempre",0.275,0.291
"P06","Casi nunca",0.313,0.326
"P06","Nunca, pero esta es una excepción",0.165,0.144
"P10","Unidos para Cambiar misiones",0.158,0.316
"P10","Juntos Avancemos",0.243,0.319
"P10","De los liberales libertarios",0.353,0.227
"P10","De la Izquierda",0.028,0.027
"P10","Hacemos por nuestro país",0.039,0.011
"P10","En blanco",0.069,0.035
"P10","No sabe",0.11,0.065
"P13","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.166,0.386
"P13","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.139,0.306
"P13","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.493,0.224
"P13","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.04,0.015
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.037,0.007
"P13","En blanco",0.038,0.019
"P13","No sabe",0.087,0.043
"P16","Si",1,0.296
"P16","No",0,0.704
"P17","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.265,0.306
"P17","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.167,0.304
"P17","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.496,0.319
"P17","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.006,0.005
"P17","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.002,0.009
"P17","En blanco",0.014,0.022
"P17","No sabe",0.05,0.035
"P20","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.254,0.338
"P20","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.496,0.407
"P20","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.125,0.184
"P20","En blanco",0.049,0.027
"P20","No sabe",0.076,0.044
"P23","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.477,0.354
"P23","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.249,0.315
"P23","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.17,0.18
"P23","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.037,0.057
"P23","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.027,0.028
"P23","No sabe",0.04,0.066
"P24","Totalmente seguro.",0.676,0.702
"P24","Bastante seguro",0.126,0.14
"P24","Algo seguro",0.107,0.083
"P24","Para nada seguro",0.091,0.075
"P25","Tiene Decidido que va a ir a votar.",0.901,0.898
"P25","Tiene dudas sobre si va a ir a  votar",0.066,0.072
"P25","Tiene Decidido que no va a ir a votar",0.033,0.03
"P26","La votaría",0.38,0.501
"P26","Puede que la vote",0.129,0.065
"P26","Nunca la votaría",0.452,0.396
"P26","No sabe",0.039,0.038
"P27","La votaría",0.219,0.338
"P27","Puede que la vote",0.23,0.13
"P27","Nunca la votaría",0.471,0.481
"P27","No sabe",0.08,0.051
"P28","La votaría",0.465,0.268
"P28","Puede que la vote",0.16,0.118
"P28","Nunca la votaría",0.318,0.583
"P28","No sabe",0.057,0.031
"P29","Si",0.43,0.421
"P29","No",0.57,0.579
"PRESIDENTE","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.256,0.377
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.163,0.274
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.508,0.265
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.007,0.014
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.002,0.009
"PRESIDENTE","En blanco",0.013,0.02
"PRESIDENTE","No sabe",0.051,0.041
"GOBERNADOR","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.25,0.387
"GOBERNADOR","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.504,0.304
"GOBERNADOR","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.119,0.224
"GOBERNADOR","En blanco",0.052,0.041
"GOBERNADOR","No sabe",0.075,0.044
"CORTA_PRESIDENTE","Si",0.538,0.088
"CORTA_PRESIDENTE","No",0.462,0.912
