"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.504,0.43,0.384,0.151
"P05","Bastante",0.284,0.295,0.332,0.349
"P05","Poco",0.093,0.189,0.163,0.288
"P05","Nada",0.089,0.06,0.071,0.165
"P05","No sabe",0.03,0.026,0.05,0.047
"P06","Siempre",0.322,0.179,0.194,0.028
"P06","Casi siempre",0.261,0.385,0.312,0.355
"P06","Casi nunca",0.294,0.258,0.316,0.549
"P06","Nunca, pero esta es una excepción",0.123,0.178,0.178,0.068
"P10","Unidos para Cambiar misiones",0.524,0.173,0.034,0.077
"P10","Juntos Avancemos",0.208,0.384,0.387,0.275
"P10","De los liberales libertarios",0.14,0.203,0.455,0.087
"P10","De la Izquierda",0.019,0.05,0.037,0.056
"P10","Hacemos por nuestro país",0.011,0.031,0.005,0
"P10","En blanco",0.042,0.065,0.032,0.163
"P10","No sabe",0.056,0.094,0.05,0.342
"P13","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.619,0.233,0.068,0.043
"P13","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.148,0.225,0.4,0.193
"P13","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.18,0.385,0.423,0.264
"P13","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.007,0.023,0.038,0.056
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.007,0.051,0.005,0
"P13","En blanco",0.009,0,0.023,0.147
"P13","No sabe",0.03,0.083,0.043,0.297
"P16","Si",0.405,0.682,0.513,0.683
"P16","No",0.595,0.318,0.487,0.317
"P17","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.493,0.252,0.136,0.132
"P17","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.171,0.176,0.271,0.323
"P17","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.296,0.499,0.526,0.214
"P17","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0,0.01,0.013,0
