"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.373,0.362,0.384,0.344,0.411,0.34,0.374,0.341,0.397,0.378,0.64,0.109,0.228,0.403,0.314,0.686,0.573,0.052,0.171,0.094
"Juntos por el Cambio",0.261,0.234,0.286,0.176,0.21,0.348,0.405,0.282,0.225,0.295,0.115,0.528,0.275,0.25,0.285,0.156,0.091,0.767,0.441,0.084
"De los liberales libertarios",0.226,0.28,0.176,0.287,0.237,0.218,0.107,0.23,0.223,0.224,0.15,0.282,0.128,0.227,0.221,0.093,0.182,0.132,0.198,0.669
"De la Izquierda",0.078,0.081,0.075,0.113,0.093,0.045,0.03,0.082,0.086,0.058,0.067,0.039,0.213,0.065,0.103,0.048,0.102,0.03,0.084,0.071
"Hacemos por nuestro país",0.018,0.007,0.027,0.018,0.023,0.01,0.018,0.014,0.023,0.016,0.008,0.02,0.036,0.019,0.016,0.005,0.026,0.007,0.047,0.006
"Otro",0.027,0.028,0.026,0.031,0.016,0.028,0.045,0.034,0.027,0.016,0.017,0.02,0.097,0.023,0.035,0.012,0.012,0.007,0.028,0.058
"En blanco",0.017,0.008,0.026,0.031,0.01,0.011,0.021,0.017,0.019,0.013,0.003,0.002,0.023,0.013,0.026,0,0.014,0.005,0.031,0.018
