"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.42,0.385,0.451,0.417,0.437,0.404,0.404,0.421,0.429,0.4,0.697,0.128,0.282,0.437,0.385,0.771,0.608,0.062,0.3,0.037
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.264,0.246,0.281,0.181,0.24,0.336,0.362,0.3,0.219,0.294,0.095,0.529,0.311,0.249,0.294,0.094,0.179,0.782,0.486,0.079
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.251,0.332,0.178,0.31,0.272,0.22,0.146,0.243,0.269,0.232,0.161,0.296,0.298,0.244,0.268,0.099,0.111,0.141,0.138,0.852
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.026,0.013,0.038,0.04,0.026,0.012,0.021,0.011,0.038,0.025,0.012,0.013,0,0.028,0.021,0.004,0.067,0,0.025,0.017
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.025,0.011,0.037,0.036,0.018,0.019,0.03,0.011,0.03,0.037,0.021,0.024,0.082,0.026,0.022,0.017,0.035,0.013,0.051,0.005
"En blanco",0.014,0.013,0.015,0.016,0.007,0.009,0.037,0.014,0.015,0.012,0.014,0.01,0.027,0.016,0.01,0.015,0,0.002,0,0.01
