"var","categoria","Si","No"
"P10","Unión por la Patria",0.218,0.402
"P10","Juntos por el Cambio",0.283,0.256
"P10","De los liberales libertarios",0.281,0.201
"P10","De la Izquierda",0.093,0.063
"P10","Hacemos por nuestro país",0.011,0.012
"P10","Otro",0.046,0.021
"P10","En blanco",0,0.014
"P10","No sabe",0.068,0.031
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.357,0.42
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.271,0.249
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.372,0.209
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0,0.033
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0,0.03
"P20","En blanco",0,0.017
"P20","No sabe",0,0.042
"P26","Totalmente seguro",0.602,0.811
"P26","Bastante seguro",0.15,0.073
"P26","Algo seguro",0.152,0.053
"P26","Para nada seguro",0.096,0.063
"P27","Tiene Decidido que va a ir a votar",0.907,0.936
"P27","Tiene dudas sobre si va a ir a  votar",0.077,0.043
"P27","Tiene Decidido que no va a ir a votar",0.016,0.021
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.48,0.537
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.311,0.291
"P28","En blanco",0.098,0.09
"P28","No sabe",0.111,0.082
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.359,0.334
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.276,0.238
"P29","En blanco",0.207,0.256
"P29","No sabe",0.158,0.172
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.425,0.48
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.42,0.301
"P30","En blanco",0.079,0.109
"P30","No sabe",0.076,0.11
"P38","Inflación",0.302,0.37
"P38","Desempleo",0.085,0.064
"P38","Corrupción",0.276,0.316
"P38","Inseguridad",0.178,0.107
"P38","Precio del dólar",0.032,0.037
"P38","Pobreza",0.057,0.057
"P38","Narcotráfico",0.037,0.007
"P38","Tarifas",0.003,0.003
"P38","Otro",0.008,0.031
"P38","No sabe",0.022,0.008
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.269,0.421
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.28,0.246
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.211,0.21
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.084,0.033
"GOBERNADOR","En blanco",0.156,0.048
"GOBERNADOR","No sabe",0,0.042
