"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.772,0.798,0.749,0.747,0.792,0.762,0.779,0.775,0.764,0.783,0.771,0.834,0.371,0.792,0.731,0.828,0.66,0.813,0.689,0.853
"Bastante seguro",0.087,0.079,0.094,0.088,0.076,0.085,0.115,0.101,0.078,0.082,0.095,0.072,0.356,0.079,0.104,0.088,0.078,0.091,0.079,0.06
"Algo seguro",0.071,0.07,0.07,0.071,0.063,0.086,0.067,0.065,0.073,0.075,0.083,0.048,0.135,0.064,0.084,0.051,0.147,0.046,0.087,0.041
"Para nada seguro",0.07,0.053,0.087,0.094,0.069,0.067,0.039,0.059,0.085,0.06,0.051,0.046,0.138,0.065,0.081,0.033,0.115,0.05,0.145,0.046
