"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.918,0.909,0.926,0.874,0.943,0.945,0.895,0.906,0.905,0.961,0.934,0.945,0.853,0.928,0.898,0.955,0.872,0.934,0.921,0.948
"Tiene dudas sobre si va a ir a  votar",0.062,0.066,0.059,0.107,0.042,0.037,0.07,0.071,0.074,0.026,0.05,0.036,0.131,0.055,0.076,0.032,0.102,0.048,0.061,0.041
"Tiene Decidido que no va a ir a votar",0.02,0.025,0.015,0.019,0.015,0.018,0.035,0.023,0.021,0.013,0.016,0.019,0.016,0.017,0.026,0.013,0.026,0.018,0.018,0.011
