"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.208,0.214,0.202,0.24,0.188,0.207,0.204,0.244,0.214,0.142,0.19,0.214,0.42,0.185,0.253,0.177,0.222,0.211,0.229,0.275
"No",0.792,0.786,0.798,0.76,0.812,0.793,0.796,0.756,0.786,0.858,0.81,0.786,0.58,0.815,0.747,0.823,0.778,0.789,0.771,0.725
