"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.43,0.401,0.456,0.432,0.446,0.436,0.38,0.428,0.444,0.405,0.691,0.15,0.321,0.454,0.38,0.782,0.583,0.07,0.203,0.089
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.249,0.226,0.269,0.166,0.208,0.317,0.393,0.274,0.209,0.288,0.096,0.517,0.288,0.238,0.271,0.094,0.161,0.799,0.477,0.075
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.224,0.293,0.162,0.293,0.246,0.173,0.126,0.219,0.242,0.198,0.148,0.269,0.245,0.212,0.25,0.08,0.163,0.102,0.14,0.776
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.03,0.028,0.033,0.048,0.033,0.007,0.025,0.023,0.037,0.028,0.017,0.014,0.042,0.032,0.026,0.012,0.047,0,0.067,0.013
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.022,0.014,0.029,0.022,0.022,0.02,0.022,0.013,0.024,0.031,0.018,0.022,0.065,0.023,0.02,0.009,0.027,0.019,0.041,0.011
"En blanco",0.014,0.015,0.012,0.011,0.014,0.012,0.02,0.011,0.018,0.01,0.009,0.012,0.009,0.014,0.013,0.009,0.003,0.002,0.035,0.014
"No sabe",0.031,0.023,0.039,0.028,0.031,0.035,0.034,0.032,0.026,0.04,0.021,0.016,0.03,0.027,0.04,0.014,0.016,0.008,0.037,0.022
