"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.363,0.342,0.382,0.313,0.403,0.383,0.325,0.344,0.361,0.395,0.607,0.111,0.219,0.382,0.324,0.683,0.514,0.057,0.13,0.085
"Juntos por el Cambio",0.259,0.231,0.285,0.204,0.2,0.315,0.42,0.265,0.249,0.272,0.127,0.511,0.328,0.261,0.257,0.148,0.157,0.768,0.481,0.09
"De los liberales libertarios",0.22,0.285,0.163,0.326,0.216,0.17,0.116,0.215,0.236,0.198,0.147,0.278,0.205,0.21,0.24,0.087,0.197,0.11,0.203,0.66
"De la Izquierda",0.052,0.049,0.055,0.069,0.061,0.032,0.029,0.05,0.053,0.053,0.045,0.027,0.112,0.043,0.07,0.032,0.064,0.02,0.065,0.044
"Hacemos por nuestro país",0.019,0.018,0.02,0.022,0.023,0.015,0.011,0.016,0.017,0.027,0.007,0.031,0.03,0.02,0.017,0.004,0.014,0.015,0.035,0.023
"Otro",0.024,0.025,0.022,0.019,0.027,0.027,0.021,0.028,0.024,0.017,0.012,0.018,0.038,0.025,0.021,0.008,0.015,0.006,0.022,0.041
"En blanco",0.019,0.014,0.022,0.017,0.02,0.019,0.016,0.021,0.022,0.008,0.01,0.006,0.015,0.015,0.026,0.004,0.017,0.002,0.041,0.017
"No sabe",0.044,0.036,0.051,0.03,0.05,0.039,0.062,0.061,0.038,0.03,0.045,0.018,0.053,0.044,0.045,0.034,0.022,0.022,0.023,0.04
