"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.383,0.356,0.408,0.329,0.428,0.397,0.351,0.376,0.378,0.404,0.635,0.111,0.258,0.404,0.342,0.707,0.523,0.059,0.131,0.103
"Juntos por el Cambio",0.268,0.236,0.296,0.204,0.206,0.331,0.438,0.276,0.256,0.278,0.134,0.52,0.331,0.266,0.27,0.151,0.158,0.783,0.491,0.094
"De los liberales libertarios",0.228,0.294,0.17,0.337,0.224,0.176,0.124,0.223,0.245,0.205,0.151,0.286,0.205,0.218,0.249,0.092,0.201,0.112,0.211,0.673
"De la Izquierda",0.056,0.053,0.059,0.07,0.069,0.034,0.032,0.055,0.057,0.058,0.047,0.027,0.123,0.048,0.073,0.033,0.072,0.02,0.07,0.044
"Hacemos por nuestro país",0.02,0.018,0.021,0.024,0.023,0.015,0.011,0.016,0.017,0.029,0.007,0.031,0.03,0.021,0.017,0.004,0.014,0.015,0.035,0.023
"Otro",0.026,0.028,0.023,0.019,0.029,0.027,0.027,0.033,0.024,0.017,0.016,0.019,0.038,0.028,0.022,0.009,0.015,0.008,0.021,0.046
"En blanco",0.019,0.015,0.023,0.017,0.021,0.02,0.017,0.021,0.023,0.009,0.01,0.006,0.015,0.015,0.027,0.004,0.017,0.003,0.041,0.017
