"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.474,0.426,0.517,0.461,0.499,0.466,0.444,0.486,0.461,0.478,0.728,0.205,0.332,0.495,0.431,0.826,0.622,0.12,0.271,0.109
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.301,0.384,0.227,0.396,0.315,0.267,0.17,0.282,0.317,0.303,0.164,0.435,0.397,0.293,0.319,0.081,0.194,0.345,0.353,0.841
"En blanco",0.122,0.112,0.131,0.09,0.101,0.126,0.217,0.126,0.117,0.125,0.061,0.198,0.216,0.115,0.135,0.052,0.103,0.29,0.234,0.022
"No sabe",0.103,0.078,0.125,0.053,0.085,0.141,0.169,0.106,0.105,0.094,0.047,0.162,0.055,0.097,0.115,0.041,0.081,0.245,0.142,0.028
