"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"GOBERNADOR","En blanco",0.038,0.106,0.13,0.173
"GOBERNADOR","No sabe",0.005,0.031,0.048,0.286
"CORTA_GOBERNADOR","Si",0.121,0.291,0.352,0.179
"CORTA_GOBERNADOR","No",0.879,0.709,0.648,0.821
"P10_imputada","Unión por la Patria",0.43,0.386,0.308,0.226
"P10_imputada","Juntos por el Cambio",0.267,0.305,0.265,0.224
"P10_imputada","De los liberales libertarios",0.235,0.207,0.224,0.162
"P10_imputada","De la Izquierda",0.039,0.059,0.076,0.177
"P10_imputada","Hacemos por nuestro país",0.009,0.022,0.027,0.038
"P10_imputada","Otro",0.012,0.014,0.088,0.066
"P10_imputada","En blanco",0.008,0.007,0.012,0.107
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.468,0.409,0.348,0.319
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.253,0.314,0.227,0.278
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.235,0.166,0.283,0.178
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.022,0.036,0.07,0.097
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.015,0.046,0.048,0.064
"P20_imputada","En blanco",0.007,0.029,0.024,0.064
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.438,0.383,0.267,0.26
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.262,0.338,0.261,0.189
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.232,0.114,0.246,0.131
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.029,0.056,0.09,0.153
"GOBERNADOR_imputada","En blanco",0.039,0.109,0.136,0.267
