"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.44,0.407,0.47,0.444,0.457,0.441,0.391,0.439,0.453,0.418,0.705,0.153,0.326,0.462,0.396,0.795,0.59,0.071,0.206,0.09
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.262,0.237,0.284,0.178,0.221,0.329,0.406,0.288,0.22,0.3,0.099,0.523,0.313,0.25,0.284,0.094,0.162,0.804,0.497,0.084
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.23,0.298,0.169,0.295,0.251,0.185,0.134,0.225,0.246,0.206,0.151,0.275,0.245,0.216,0.257,0.081,0.168,0.104,0.152,0.788
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.031,0.027,0.034,0.048,0.034,0.007,0.026,0.023,0.037,0.031,0.018,0.015,0.042,0.033,0.027,0.012,0.048,0,0.067,0.013
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.022,0.014,0.03,0.024,0.023,0.02,0.022,0.013,0.024,0.034,0.018,0.022,0.065,0.023,0.021,0.009,0.027,0.019,0.041,0.011
"En blanco",0.015,0.017,0.013,0.011,0.014,0.018,0.021,0.012,0.02,0.011,0.009,0.012,0.009,0.016,0.015,0.009,0.005,0.002,0.037,0.014
