"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Mucho",0.176,0.189,0.164,0.209,0.142,0.195,0.19,0.193,0.136,0.212,0.19,0.154,0.224,0.169
"Algo",0.411,0.369,0.45,0.319,0.405,0.436,0.492,0.351,0.423,0.46,0.392,0.411,0.456,0.419
"Poco",0.248,0.275,0.223,0.234,0.286,0.233,0.2,0.24,0.271,0.225,0.264,0.262,0.176,0.239
"Nada",0.165,0.167,0.163,0.238,0.167,0.136,0.118,0.216,0.17,0.103,0.154,0.173,0.144,0.173
