"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"La nación",0.177,0.172,0.182,0.205,0.18,0.145,0.18,0.177,0.182,0.17,0.183,0.104,0.168,0.203
"La provincia",0.2,0.206,0.195,0.215,0.178,0.211,0.217,0.218,0.182,0.206,0.144,0.303,0.181,0.205
"El municipio",0.53,0.54,0.519,0.511,0.547,0.564,0.468,0.474,0.549,0.564,0.58,0.52,0.573,0.488
"No sabe",0.093,0.082,0.104,0.069,0.095,0.08,0.135,0.131,0.087,0.06,0.093,0.073,0.078,0.104
