"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Si",0.092,0.088,0.095,0.122,0.07,0.091,0.104,0.098,0.095,0.079,0.056,0.084,0.101,0.12
"No",0.711,0.749,0.676,0.654,0.746,0.712,0.698,0.675,0.725,0.733,0.773,0.72,0.657,0.667
"No sabe",0.197,0.163,0.229,0.224,0.184,0.197,0.198,0.227,0.18,0.188,0.171,0.196,0.242,0.213
