"var","categoria","Si","No"
"P16","A Leandro Santoro por el Frente de Todos con el apoyo de Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández",0.296,0.301
"P16","A María Eugenia Vidal por Juntos por el Cambio con el apoyo de Mauricio Macri, Patricia Bullrich y Horacio Rodríguez Larreta",0.304,0.268
"P16","A Martín Lousteau por Juntos por el Cambio el apoyo de la UCR y de Horacio Rodríguez Larreta",0.177,0.167
"P16","A Ramiro Marra por La Libertad Avanza con el apoyo de Javier Milei",0.119,0.142
"P16","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.03,0.025
"P16","A Luis Zamora por Autodeterminación y Libertad",0.017,0.019
"P16","En blanco",0.018,0.031
"P16","No sabe",0.039,0.047
"P17","A Jorge Macri por Juntos por el Cambio con el apoyo de Mauricio Macri y Horacio Rodríguez Larreta",0.24,0.23
"P17","A Martín Lousteau por Juntos por el Cambio con el apoyo de la UCR y Horacio Rodríguez Larreta",0.168,0.157
"P17","A Ricardo López Murphy por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.133,0.153
"P17","A Leandro Santoro por el Frente de Todos con el apoyo de Sergio Massa y Alberto Fernández",0.195,0.187
"P17","A Pedro Rosemblat por el Frente de Todos con el apoyo de La Cámpora y Juan Grabois",0.108,0.112
"P17","A Ramiro Marra por La Libertad Avanza con el apoyo de Javier Milei",0.087,0.093
"P17","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.024,0.021
"P17","A Luis Zamora por Autodeterminación y Libertad",0.025,0.026
"P17","En blanco",0.005,0.008
"P17","No sabe",0.015,0.013
"P18","A Leandro Santoro por el Frente de Todos con el apoyo de Sergio Massa y Alberto Fernández",0.204,0.201
"P18","A Pedro Rosemblat por el Frente de Todos con el apoyo de La Cámpora y Juan Grabois",0.116,0.121
"P18","A María Eugenia Vidal por Juntos por el Cambio con el apoyo de Mauricio Macri, Patricia Bullrich y Horacio Rodríguez Larreta",0.295,0.273
"P18","A Martín Lousteau por Juntos por el Cambio con el apoyo de la UCR y Horacio Rodríguez Larreta",0.168,0.152
"P18","A Ramiro Marra por La Libertad Avanza con el apoyo de Javier Milei",0.117,0.118
"P18","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.027,0.032
"P18","A Luis Zamora por Autodeterminación y Libertad",0.024,0.02
"P18","En blanco",0.023,0.038
"P18","No sabe",0.026,0.045
"P19","A Martín Lousteau por Juntos por el Cambio",0.345,0.319
"P19","A Ramiro Marra por La Libertad Avanza",0.143,0.163
"P19","A Leandro Santoro por el Frente de Todos",0.294,0.286
"P19","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.035,0.023
"P19","A Luis Zamora por Autodeterminación y Libertad",0.027,0.027
"P19","En blanco",0.062,0.076
"P19","No sabe",0.094,0.106
"P22","A Leandro Santoro por el Frente de Todos",0.305,0.292
"P22","A Jorge Macri por Juntos por el Cambio",0.36,0.357
"P22","A Ramiro Marra por La Libertad Avanza",0.152,0.155
"P22","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.038,0.033
"P22","A Luis Zamora por Autodeterminación y Libertad",0.028,0.028
"P22","En blanco",0.039,0.045
"P22","No sabe",0.078,0.09
"P25","A Leandro Santoro por el Frente de Todos",0.313,0.307
"P25","A María Eugenia Vidal por Juntos por el Cambio",0.368,0.322
"P25","A Ramiro Marra por La Libertad Avanza",0.136,0.163
"P25","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.037,0.024
"P25","A Luis Zamora por Autodeterminación y Libertad",0.03,0.032
"P25","En blanco",0.041,0.07
"P25","No sabe",0.075,0.082
"P28","A Pedro Rosemblat por el Frente de Todos",0.244,0.222
"P28","A María Eugenia Vidal por Juntos por el Cambio",0.357,0.331
"P28","A Ramiro Marra por La Libertad Avanza",0.16,0.175
"P28","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.049,0.032
"P28","A Luis Zamora por Autodeterminación y Libertad",0.041,0.051
"P28","En blanco",0.056,0.077
"P28","No sabe",0.093,0.112
"P31","Lo votaría",0.279,0.271
"P31","Puede que lo vote",0.114,0.109
"P31","Nunca lo votaría",0.558,0.572
"P31","No sabe",0.049,0.048
"P32","Lo votaría",0.155,0.161
"P32","Puede que lo vote",0.127,0.13
"P32","Nunca lo votaría",0.63,0.607
"P32","No sabe",0.088,0.102
"P33","Lo votaría",0.13,0.122
"P33","Puede que lo vote",0.147,0.172
"P33","Nunca lo votaría",0.652,0.609
"P33","No sabe",0.071,0.097
"P34","Lo votaría",0.269,0.258
"P34","Puede que lo vote",0.197,0.185
"P34","Nunca lo votaría",0.504,0.509
"P34","No sabe",0.03,0.048
"P35","Lo votaría",0.23,0.183
"P35","Puede que lo vote",0.227,0.24
"P35","Nunca lo votaría",0.511,0.533
"P35","No sabe",0.032,0.044
"P36","Lo votaría",0.248,0.254
"P36","Puede que lo vote",0.236,0.238
"P36","Nunca lo votaría",0.472,0.47
"P36","No sabe",0.044,0.038
"P37","Lo votaría",0.094,0.103
"P37","Puede que lo vote",0.206,0.184
"P37","Nunca lo votaría",0.645,0.648
"P37","No sabe",0.055,0.065
"P38","Lo votaría",0.274,0.222
"P38","Puede que lo vote",0.17,0.207
"P38","Nunca lo votaría",0.528,0.526
"P38","No sabe",0.028,0.045
