"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.481,0.501,0.461,0.613,0.555,0.408,0.215,0.381,0.492,0.576,0.473,0.436,0.453,0.527,0.528,0.515,0.536,0.453,0.4,0.582
"No",0.519,0.499,0.539,0.387,0.445,0.592,0.785,0.619,0.508,0.424,0.527,0.564,0.547,0.473,0.472,0.485,0.464,0.547,0.6,0.418
