"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Para pagar en comercios con el celular",0.407,0.42,0.394,0.414,0.358,0.417,0.51,0.367,0.394,0.467,0.488,0.5,0.365,0.376,0.389,0.341,0.494,0.316,0.225,0.389
"Para transferir / enviar o recibir dinero de terceros",0.303,0.268,0.337,0.303,0.324,0.313,0.231,0.303,0.314,0.288,0.213,0.233,0.36,0.334,0.314,0.365,0.291,0.295,0.399,0.305
"Para usarla para trabajar / cobrar / vender",0.146,0.167,0.127,0.156,0.159,0.132,0.117,0.175,0.153,0.107,0.117,0.145,0.131,0.128,0.167,0.158,0.107,0.323,0.159,0.103
"Para pagar servicios",0.091,0.099,0.083,0.057,0.107,0.089,0.107,0.086,0.09,0.098,0.126,0.084,0.063,0.117,0.103,0.116,0.057,0.045,0.109,0.127
"Para extraer dinero sin tarjeta",0.016,0.016,0.016,0.017,0.015,0.021,0.013,0.018,0.012,0.019,0.017,0.008,0.004,0.028,0.027,0.005,0.017,0.021,0.029,0.024
"Para recargar el celular / tarjeta de transporte",0.037,0.03,0.043,0.053,0.037,0.028,0.022,0.051,0.037,0.021,0.039,0.03,0.077,0.017,0,0.015,0.034,0,0.079,0.052
