"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si, las conozco",0.354,0.381,0.328,0.47,0.344,0.319,0.255,0.342,0.357,0.364,0.369,0.313,0.357,0.35,0.457,0.363,0.359,0.464,0.301,0.351
"No, no las conozco",0.646,0.619,0.672,0.53,0.656,0.681,0.745,0.658,0.643,0.636,0.631,0.687,0.643,0.65,0.543,0.637,0.641,0.536,0.699,0.649
