"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy seguro",0.217,0.246,0.188,0.284,0.239,0.179,0.122,0.161,0.211,0.285,0.269,0.203,0.199,0.208,0.25,0.188,0.217,0.262,0.182,0.255
"Bastante seguro",0.278,0.284,0.273,0.271,0.288,0.28,0.261,0.246,0.295,0.29,0.283,0.29,0.292,0.248,0.253,0.237,0.325,0.261,0.25,0.288
"Seguro",0.185,0.181,0.189,0.186,0.201,0.183,0.151,0.168,0.191,0.196,0.174,0.179,0.181,0.233,0.182,0.219,0.183,0.134,0.151,0.214
"Poco seguro",0.088,0.087,0.089,0.055,0.083,0.112,0.113,0.096,0.08,0.092,0.083,0.11,0.078,0.068,0.06,0.1,0.085,0.118,0.077,0.07
"Nada seguro",0.063,0.052,0.074,0.059,0.052,0.07,0.085,0.099,0.048,0.045,0.063,0.057,0.075,0.054,0.095,0.085,0.05,0.07,0.068,0.045
"No hago operaciones online",0.169,0.15,0.187,0.145,0.137,0.176,0.268,0.23,0.175,0.092,0.128,0.161,0.175,0.189,0.16,0.171,0.14,0.155,0.272,0.128
