"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"1",0.305,0.287,0.323,0.306,0.294,0.335,0.29,0.341,0.298,0.28,0.295,0.31,0.363,0.317,0.203,0.263,0.319,0.223,0.282,0.36
"2",0.11,0.117,0.104,0.107,0.119,0.102,0.105,0.096,0.109,0.125,0.122,0.103,0.11,0.12,0.138,0.096,0.106,0.117,0.085,0.141
"3",0.078,0.075,0.081,0.047,0.089,0.075,0.088,0.054,0.077,0.103,0.085,0.089,0.064,0.077,0.034,0.123,0.08,0.05,0.062,0.067
"4",0.074,0.081,0.066,0.076,0.075,0.064,0.082,0.061,0.078,0.08,0.058,0.076,0.068,0.06,0.034,0.098,0.094,0.074,0.082,0.061
"5",0.202,0.21,0.195,0.208,0.193,0.218,0.196,0.185,0.199,0.223,0.209,0.191,0.218,0.224,0.155,0.195,0.168,0.201,0.225,0.223
"6",0.052,0.055,0.05,0.058,0.041,0.055,0.068,0.053,0.053,0.051,0.058,0.068,0.05,0.038,0.058,0.041,0.051,0.045,0.056,0.049
"7",0.042,0.047,0.036,0.058,0.047,0.028,0.033,0.048,0.037,0.042,0.028,0.049,0.036,0.03,0.076,0.048,0.034,0.055,0.08,0.005
"8",0.032,0.033,0.031,0.03,0.033,0.032,0.03,0.023,0.04,0.029,0.037,0.021,0.023,0.025,0.018,0.022,0.051,0.053,0.03,0.043
"9",0.105,0.095,0.114,0.11,0.109,0.091,0.108,0.139,0.109,0.067,0.108,0.093,0.068,0.109,0.284,0.114,0.097,0.182,0.098,0.051
