"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Menos de $50.000 mensuales",0.504,0.44,0.563,0.636,0.498,0.407,0.422,0.618,0.534,0.307,0.385,0.479,0.515,0.53,0.531,0.609,0.488,0.504,0.575,0.456
"Entre $50.000 y $100.000 mensuales",0.215,0.225,0.206,0.138,0.189,0.264,0.345,0.194,0.218,0.236,0.226,0.209,0.228,0.234,0.188,0.172,0.251,0.214,0.157,0.23
"Entre $100.000 y $150.000 mensuales",0.142,0.155,0.131,0.131,0.157,0.152,0.112,0.111,0.143,0.183,0.163,0.155,0.135,0.119,0.178,0.112,0.14,0.165,0.144,0.135
"Entre $150.000 y $200.000 mensuales",0.055,0.073,0.039,0.03,0.065,0.075,0.049,0.026,0.049,0.104,0.082,0.067,0.053,0.049,0.058,0.041,0.049,0.036,0.045,0.072
"Entre $200.000 y $250.000 mensuales",0.027,0.037,0.018,0.012,0.029,0.041,0.029,0.016,0.016,0.058,0.042,0.031,0.032,0.02,0.008,0.022,0.027,0.016,0.022,0.032
"Entre $250.000 y $300.000 mensuales",0.018,0.022,0.014,0.02,0.016,0.021,0.016,0.011,0.011,0.039,0.028,0.017,0.014,0.014,0.022,0.011,0.02,0.015,0.022,0.024
"Más de $300.000",0.039,0.048,0.029,0.033,0.046,0.04,0.027,0.024,0.029,0.073,0.074,0.042,0.023,0.034,0.015,0.033,0.025,0.05,0.035,0.051
