"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.248,0.27,0.227,0.224,0.284,0.238,0.211,0.227,0.214,0.328,0.211,0.291,0.19,0.215,0.226,0.229,0.284,0.27,0.323,0.116
"No",0.752,0.73,0.773,0.776,0.716,0.762,0.789,0.773,0.786,0.672,0.789,0.709,0.81,0.785,0.774,0.771,0.716,0.73,0.677,0.884
