"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"1",0.268,0.265,0.272,0.288,0.249,0.275,0.283,0.3,0.258,0.251,0.267,0.246,0.277,0.311,0.202,0.266,0.269,0.29,0.272,0.22
"2",0.078,0.086,0.069,0.08,0.078,0.067,0.09,0.091,0.07,0.075,0.08,0.073,0.076,0.065,0.125,0.06,0.078,0.139,0.028,0.121
"3",0.043,0.045,0.04,0.046,0.038,0.054,0.033,0.038,0.039,0.052,0.052,0.039,0.034,0.056,0.005,0.035,0.042,0.062,0.046,0.023
"4",0.038,0.042,0.034,0.038,0.043,0.03,0.037,0.032,0.042,0.038,0.047,0.051,0.038,0.037,0.005,0.023,0.036,0.006,0.054,0.036
"5",0.15,0.15,0.149,0.167,0.158,0.135,0.133,0.114,0.151,0.182,0.177,0.161,0.13,0.147,0.13,0.155,0.144,0.107,0.16,0.157
"6",0.049,0.048,0.051,0.022,0.055,0.042,0.074,0.056,0.046,0.047,0.058,0.031,0.068,0.042,0.061,0.06,0.034,0.026,0.096,0.056
"7",0.05,0.041,0.059,0.058,0.048,0.048,0.049,0.03,0.053,0.066,0.037,0.06,0.057,0.06,0.034,0.045,0.031,0.063,0.062,0.033
"8",0.068,0.064,0.073,0.062,0.064,0.081,0.068,0.053,0.083,0.064,0.058,0.073,0.044,0.067,0.128,0.056,0.094,0.063,0.064,0.073
"9",0.256,0.259,0.253,0.239,0.267,0.268,0.233,0.286,0.258,0.225,0.224,0.266,0.276,0.215,0.31,0.3,0.272,0.244,0.218,0.281
